Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
15.414	14.64	23.18	-0.07	7.63
15.436	12.88	21.42	0.04	7.73
15.459	11.34	19.89	-0.05	7.64
15.481	9.94	18.48	0.02	7.71
15.504	11.87	20.41	-0.01	7.69
15.526	18.20	26.74	-0.07	7.63
15.549	21.93	30.48	-0.07	7.63
15.573	22.11	30.65	0.04	7.74
15.595	17.54	26.08	-0.05	7.64
15.617	13.76	22.30	0.02	7.71
15.640	16.00	24.55	-0.00	7.69
15.662	17.37	25.92	-0.06	7.63
15.684	16.50	25.05	0.04	7.74
15.707	16.03	24.57	-0.06	7.64
15.729	14.23	22.77	0.02	7.72
15.751	12.53	21.08	-0.00	7.69
15.774	11.02	19.56	-0.07	7.63
15.797	9.89	18.44	-0.04	7.66
15.825	15.83	24.38	0.03	7.72
15.852	20.93	29.48	-0.06	7.63
15.875	22.61	31.15	0.04	7.74
15.898	20.22	28.77	-0.06	7.63
15.920	15.04	23.59	0.02	7.72
15.943	14.51	23.05	-0.01	7.68
15.965	17.17	25.71	-0.06	7.63
15.988	16.99	25.53	0.04	7.74
16.011	16.46	25.01	-0.06	7.63
16.033	15.19	23.74	0.02	7.72
16.056	13.26	21.80	-0.02	7.67
16.079	11.22	19.77	-0.07	7.63
16.108	9.85	18.40	-0.06	7.63
16.131	13.73	22.28	0.02	7.72
16.153	19.48	28.03	-0.03	7.67
16.176	22.24	30.79	-0.06	7.64
16.199	21.88	30.42	0.05	7.74
16.221	16.82	25.36	-0.07	7.62
16.244	13.93	22.48	0.03	7.72
16.267	16.54	25.08	-0.04	7.66
16.289	17.26	25.80	-0.05	7.65
16.312	16.55	25.09	0.04	7.74
16.334	15.78	24.33	-0.07	7.63
16.357	13.91	22.46	0.02	7.72
16.380	12.30	20.84	-0.04	7.65
16.402	10.77	19.32	0.03	7.72
16.432	10.10	18.65	-0.04	7.65
16.454	15.72	24.26	0.04	7.74
16.477	20.60	29.15	-0.07	7.62
16.500	22.72	31.27	0.03	7.72
16.522	20.61	29.16	-0.05	7.65
16.545	15.28	23.83	-0.04	7.66
16.567	14.40	22.94	0.04	7.74
16.590	17.10	25.64	-0.07	7.62
16.613	17.08	25.63	0.03	7.73
16.635	16.48	25.02	-0.05	7.65
16.658	15.34	23.89	-0.03	7.67
16.680	13.46	22.00	0.04	7.73
16.703	11.85	20.40	-0.08	7.62
16.726	10.25	18.80	0.04	7.73
16.756	11.23	19.78	0.04	7.73
16.778	17.55	26.10	-0.05	7.64
16.801	21.51	30.05	-0.01	7.69
16.823	22.66	31.21	0.04	7.73
16.846	19.01	27.56	-0.07	7.63
16.869	14.47	23.02	0.03	7.73
16.891	15.23	23.77	-0.05	7.64
16.914	17.35	25.89	0.05	7.74
16.942	16.66	25.21	-0.00	7.69
16.965	16.17	24.71	0.03	7.72
16.988	14.57	23.12	-0.07	7.62
17.010	12.77	21.32	0.04	7.73
17.033	11.23	19.77	-0.05	7.64
17.056	9.84	18.38	0.00	7.70
17.078	13.04	21.59	0.03	7.72
17.101	19.15	27.69	-0.07	7.62
17.123	22.12	30.67	0.04	7.74
17.146	21.99	30.54	-0.05	7.64
17.169	17.36	25.90	0.01	7.70
17.191	13.87	22.42	0.02	7.71
17.214	16.28	24.83	-0.07	7.62
17.236	17.38	25.92	0.05	7.74
17.259	16.68	25.22	-0.06	7.64
17.282	15.99	24.53	0.01	7.71
17.304	14.16	22.71	0.01	7.70
17.327	12.37	20.91	-0.07	7.62
17.350	10.90	19.45	0.04	7.74
17.372	9.83	18.37	-0.06	7.64
17.395	14.24	22.79	0.02	7.72
17.417	19.80	28.34	0.00	7.70
17.440	22.39	30.94	-0.07	7.63
17.463	21.68	30.23	0.04	7.74
17.485	16.49	25.03	-0.06	7.63
17.508	14.00	22.54	0.02	7.71
17.531	16.79	25.33	-0.01	7.69
17.553	17.28	25.83	-0.07	7.63
17.576	16.60	25.14	0.05	7.74
17.598	15.82	24.36	-0.07	7.63
17.621	13.85	22.39	0.02	7.71
17.644	12.19	20.74	-0.02	7.68
17.666	10.73	19.27	-0.07	7.63
17.689	10.08	18.63	0.04	7.74
17.712	15.58	24.12	-0.06	7.63
17.734	20.65	29.19	0.03	7.72
17.756	22.70	31.25	-0.02	7.67
17.779	20.86	29.40	-0.06	7.63
17.802	15.59	24.13	0.05	7.74
17.824	14.34	22.88	-0.06	7.63
17.847	17.11	25.65	0.04	7.74
17.877	17.01	25.55	0.02	7.72
17.899	16.31	24.85	-0.03	7.66
17.922	15.13	23.68	-0.05	7.64
17.944	13.34	21.88	0.04	7.74
17.967	11.82	20.36	-0.07	7.62
17.990	10.27	18.82	0.02	7.72
18.012	11.33	19.88	-0.07	7.62
18.041	17.98	26.52	-0.04	7.66
18.063	21.78	30.33	-0.05	7.65
18.086	22.57	31.11	0.04	7.74
18.109	18.54	27.09	-0.07	7.62
18.131	14.13	22.68	0.02	7.72
18.154	15.50	24.05	-0.04	7.65
18.177	17.30	25.84	-0.04	7.65
18.199	16.85	25.39	0.04	7.74
18.222	16.25	24.80	-0.07	7.62
18.244	14.58	23.13	0.03	7.73
18.267	12.82	21.37	-0.04	7.65
18.290	11.32	19.86	-0.03	7.66
18.312	9.81	18.36	0.04	7.74
18.335	12.88	21.43	-0.07	7.62
18.358	18.95	27.49	0.03	7.73
18.380	22.07	30.61	-0.04	7.65
18.403	22.31	30.85	-0.02	7.67
18.425	17.63	26.17	0.04	7.73
18.448	13.93	22.48	-0.07	7.62
18.471	16.18	24.73	0.04	7.73
18.493	17.42	25.96	-0.05	7.64
18.516	16.73	25.27	-0.02	7.68
18.539	15.96	24.50	0.04	7.73
18.561	14.22	22.77	-0.07	7.62
18.584	12.58	21.13	0.03	7.73
18.606	11.05	19.60	-0.05	7.64
18.629	9.82	18.37	-0.02	7.68
18.652	14.03	22.58	0.04	7.73
18.674	19.73	28.28	-0.07	7.62
18.697	22.52	31.06	0.04	7.73
18.720	21.69	30.24	-0.05	7.64
18.742	16.60	25.14	-0.00	7.69
18.765	13.93	22.48	0.03	7.73
18.787	16.61	25.15	-0.07	7.62
18.810	17.22	25.76	0.04	7.73
18.833	16.56	25.10	-0.05	7.64
18.855	15.78	24.33	-0.00	7.69
18.878	13.88	22.42	0.03	7.73
18.901	12.18	20.72	-0.07	7.62
18.923	10.76	19.31	0.04	7.73
18.946	9.99	18.54	-0.05	7.64
18.968	15.32	23.87	0.00	7.70
18.991	20.43	28.98	0.03	7.72
19.014	22.53	31.07	-0.01	7.68
19.043	20.32	28.87	-0.07	7.62
19.066	15.21	23.75	0.04	7.74
19.089	14.49	23.04	-0.07	7.62
19.118	17.19	25.74	-0.05	7.64
19.141	16.75	25.29	0.04	7.73
19.167	16.30	24.85	0.01	7.70
19.190	14.84	23.39	0.02	7.71
19.213	13.11	21.66	-0.07	7.62
19.235	11.55	20.10	0.04	7.74
19.258	10.12	18.67	-0.05	7.64
19.280	12.34	20.89	0.01	7.70
19.303	18.52	27.06	0.02	7.72
19.326	21.88	30.43	-0.07	7.62
19.348	22.42	30.96	0.05	7.74
19.371	18.17	26.71	-0.05	7.64
19.393	14.02	22.57	0.01	7.71
19.416	15.78	24.32	0.01	7.71
19.439	17.43	25.98	-0.07	7.62
19.461	16.72	25.27	0.05	7.74
19.484	16.16	24.70	-0.05	7.64
19.507	14.45	23.00	0.01	7.71
19.529	12.61	21.16	0.01	7.70
19.552	11.22	19.77	-0.07	7.62
19.574	9.86	18.40	0.04	7.74
19.597	13.31	21.86	-0.05	7.64
19.620	19.16	27.71	0.02	7.71
19.642	22.22	30.76	0.00	7.70
19.665	22.16	30.71	-0.07	7.62
19.688	17.16	25.70	0.04	7.74
19.710	13.92	22.47	-0.06	7.63
19.733	16.37	24.91	0.02	7.71
19.755	17.29	25.83	0.00	7.69
19.778	16.68	25.23	-0.07	7.62
19.801	15.93	24.48	0.04	7.74
19.823	14.01	22.55	-0.06	7.63
19.846	12.40	20.94	0.01	7.71
19.868	10.91	19.45	-0.01	7.69
19.891	9.77	18.31	-0.07	7.63
19.914	14.57	23.12	0.05	7.74
19.936	20.07	28.61	-0.06	7.63
19.959	22.45	30.99	0.02	7.72
19.982	21.36	29.90	-0.01	7.68
20.004	16.09	24.63	-0.07	7.63
20.027	13.99	22.54	0.05	7.74
20.049	16.76	25.30	-0.06	7.63
20.072	17.11	25.65	0.02	7.72
20.095	16.47	25.02	-0.02	7.68
20.117	15.56	24.10	-0.07	7.62
20.140	13.32	21.86	0.02	7.72
20.164	11.78	20.33	-0.07	7.63
20.186	10.27	18.81	0.04	7.74
20.209	10.93	19.48	-0.06	7.63
20.232	17.41	25.96	0.04	7.74
20.260	21.57	30.12	0.02	7.71
20.283	22.59	31.13	-0.03	7.67
20.306	18.68	27.23	-0.06	7.63
20.328	14.23	22.78	0.05	7.74
20.351	15.38	23.92	-0.07	7.63
20.373	17.28	25.83	0.02	7.71
20.396	16.81	25.35	-0.03	7.66
20.419	16.13	24.67	0.03	7.72
20.448	14.30	22.84	-0.05	7.64
20.471	12.59	21.14	0.04	7.73
20.493	11.14	19.68	-0.07	7.62
20.516	9.74	18.28	0.02	7.72
20.539	13.30	21.85	-0.04	7.65
20.561	19.23	27.78	-0.05	7.65
20.584	22.13	30.68	0.05	7.74
20.606	21.91	30.45	-0.07	7.62
20.629	17.09	25.64	0.03	7.72
20.652	13.84	22.38	-0.04	7.65
20.674	16.34	24.88	-0.04	7.65
20.697	17.23	25.78	0.05	7.74
20.720	16.62	25.17	-0.07	7.62
20.742	15.83	24.37	0.03	7.72
20.765	14.04	22.58	-0.05	7.65
20.787	12.39	20.93	-0.04	7.66
20.810	10.97	19.52	0.04	7.74
20.833	9.85	18.39	-0.07	7.62
20.855	14.59	23.14	0.03	7.73
20.878	20.08	28.62	-0.05	7.65
20.901	22.68	31.22	-0.02	7.67
20.923	21.51	30.06	0.04	7.73
20.946	16.19	24.73	-0.08	7.62
20.968	13.98	22.53	0.04	7.73
20.991	16.77	25.32	-0.05	7.65
21.014	17.16	25.71	-0.02	7.67
21.036	16.51	25.05	0.04	7.73
21.059	15.62	24.17	-0.07	7.62
21.082	13.71	22.25	0.03	7.73
21.104	12.02	20.56	-0.05	7.64
21.127	10.68	19.22	-0.01	7.68
21.149	10.19	18.74	0.04	7.73
21.172	15.81	24.35	-0.07	7.62
21.195	20.75	29.30	0.04	7.73
21.217	22.63	31.17	-0.05	7.64
21.240	20.53	29.08	0.00	7.69
21.262	13.96	22.51	-0.07	7.62
21.285	15.85	24.40	0.04	7.74
21.307	17.36	25.91	-0.05	7.64
21.330	16.61	25.16	0.05	7.74
21.358	16.05	24.59	0.01	7.70
21.381	14.14	22.69	0.03	7.72
21.403	12.47	21.02	-0.07	7.62
21.426	11.03	19.57	0.04	7.74
21.449	9.91	18.45	-0.05	7.64
21.471	14.08	22.63	0.01	7.70
21.494	19.81	28.35	0.02	7.72
21.517	22.43	30.98	-0.07	7.63
21.539	21.60	30.14	0.04	7.74
21.562	16.46	25.01	-0.05	7.64
21.584	13.89	22.44	0.01	7.71
21.607	16.63	25.18	0.01	7.71
21.630	17.22	25.76	-0.07	7.62
21.652	16.58	25.12	0.04	7.74
21.675	15.67	24.21	-0.06	7.64
21.698	13.74	22.28	0.02	7.71
21.720	12.09	20.64	0.00	7.70
21.743	10.67	19.21	0.02	7.71
21.772	10.17	18.71	-0.07	7.62
21.795	15.99	24.54	0.05	7.74
21.817	20.67	29.22	-0.06	7.63
21.840	22.66	31.20	0.02	7.72
21.863	20.38	28.93	-0.00	7.69
21.885	15.15	23.70	-0.07	7.63
21.908	14.44	22.99	0.05	7.74
21.931	17.16	25.71	-0.06	7.63
21.953	17.01	25.56	0.02	7.71
21.976	16.41	24.95	-0.01	7.68
21.998	15.11	23.66	-0.06	7.63
22.021	13.20	21.74	0.05	7.74
22.044	11.73	20.27	-0.06	7.63
22.066	10.31	18.85	0.02	7.72
22.089	10.99	19.53	-0.02	7.68
22.112	17.21	25.76	-0.06	7.63
22.134	21.27	29.82	0.05	7.74
22.157	22.47	31.01	-0.07	7.63
22.179	19.20	27.74	0.02	7.72
22.202	14.34	22.89	-0.03	7.66
22.225	14.97	23.52	-0.05	7.64
22.247	17.23	25.77	0.05	7.74
22.270	16.71	25.26	-0.07	7.62
22.293	16.15	24.69	0.02	7.72
22.315	14.62	23.17	-0.04	7.66
22.338	13.02	21.56	-0.05	7.65
22.360	11.44	19.99	0.04	7.74
22.383	9.94	18.49	-0.07	7.63
22.406	11.98	20.53	0.05	7.74
22.436	18.79	27.34	0.03	7.72
22.458	21.97	30.52	-0.04	7.65
22.481	22.13	30.67	0.03	7.73
22.510	16.99	25.53	-0.04	7.66
22.532	13.76	22.30	0.04	7.74
22.555	16.26	24.80	-0.07	7.62
22.577	17.18	25.73	0.03	7.72
22.600	16.60	25.15	-0.05	7.64
22.623	15.79	24.34	-0.03	7.67
22.645	13.88	22.42	0.04	7.73
22.668	12.28	20.83	-0.07	7.62
22.690	10.76	19.30	0.03	7.73
22.713	9.71	18.26	-0.05	7.65
22.736	14.58	23.13	-0.02	7.68
22.758	20.01	28.55	0.04	7.73
22.781	22.35	30.90	-0.07	7.62
22.804	21.26	29.80	0.04	7.73
22.826	16.00	24.54	-0.05	7.64
22.849	13.88	22.43	-0.01	7.69
22.871	16.75	25.30	0.04	7.73
22.894	17.11	25.65	-0.08	7.62
22.917	16.39	24.94	0.04	7.73
22.939	15.46	24.01	-0.05	7.64
22.962	13.61	22.16	-0.00	7.69
22.985	11.93	20.48	0.03	7.72
23.007	10.49	19.04	-0.07	7.62
23.030	10.12	18.67	0.04	7.74
23.052	15.85	24.39	-0.05	7.64
23.075	20.72	29.26	0.02	7.72
23.097	22.66	31.21	0.02	7.72
23.120	20.49	29.04	-0.07	7.62
23.142	15.25	23.80	0.04	7.74
23.165	14.25	22.80	-0.05	7.64
23.188	17.06	25.60	0.01	7.71
23.210	16.96	25.51	0.02	7.71
23.233	16.38	24.92	-0.07	7.62
23.255	15.09	23.63	0.05	7.74
23.278	13.28	21.82	-0.06	7.64
23.301	11.69	20.24	0.01	7.71
23.323	10.28	18.83	0.01	7.70
23.346	10.65	19.19	-0.07	7.63
23.369	16.91	25.46	0.04	7.73
23.391	21.17	29.71	-0.06	7.64
23.414	22.55	31.09	0.02	7.71
23.436	19.40	27.95	-0.01	7.69
23.459	14.44	22.98	-0.07	7.63
23.482	14.85	23.40	0.05	7.74
23.504	17.21	25.75	-0.06	7.63
23.527	16.71	25.26	0.01	7.70
23.553	16.25	24.80	0.02	7.72
23.576	14.39	22.94	-0.07	7.63
23.605	12.60	21.15	-0.02	7.68
23.627	11.14	19.69	-0.06	7.63
23.650	9.70	18.24	0.04	7.74
23.672	13.02	21.56	-0.06	7.63
23.695	19.06	27.60	0.03	7.72
23.718	22.13	30.68	-0.02	7.67
23.740	21.98	30.53	-0.06	7.63
23.763	17.16	25.70	0.04	7.74
23.786	13.82	22.37	-0.07	7.63
23.808	16.27	24.82	0.02	7.72
23.831	17.31	25.86	-0.03	7.66
23.853	16.57	25.11	-0.05	7.64
23.876	15.79	24.34	0.04	7.74
23.903	13.79	22.34	0.00	7.70
23.931	12.11	20.66	-0.07	7.63
23.954	10.67	19.21	0.02	7.72
23.976	9.85	18.39	-0.04	7.66
23.999	15.07	23.61	-0.05	7.65
24.022	20.37	28.92	0.04	7.74
24.044	22.53	31.08	-0.07	7.63
24.067	21.03	29.58	0.02	7.72
24.090	15.69	24.23	-0.04	7.65
24.112	14.11	22.66	-0.04	7.66
24.135	16.90	25.45	0.04	7.73
24.157	17.06	25.61	-0.07	7.62
24.180	16.52	25.07	0.03	7.72
24.203	15.38	23.92	-0.05	7.65
24.225	13.47	22.02	-0.03	7.66
24.248	11.86	20.40	0.04	7.73
24.271	10.44	18.98	-0.07	7.62
24.293	10.32	18.87	0.03	7.73
24.316	16.34	24.89	-0.05	7.65
24.338	20.89	29.43	-0.02	7.67
24.361	22.53	31.07	0.04	7.73
24.384	19.92	28.47	-0.07	7.63
24.406	14.66	23.20	0.04	7.73
24.436	14.90	23.45	0.03	7.73
24.458	17.22	25.76	-0.05	7.64
24.481	16.79	25.33	-0.02	7.67
24.504	16.22	24.77	0.03	7.73
24.526	14.71	23.26	-0.07	7.62
24.549	13.01	21.56	0.03	7.73
24.571	11.49	20.04	-0.05	7.64
24.594	10.07	18.62	-0.01	7.68
24.617	11.71	20.25	0.03	7.73
24.639	17.98	26.53	-0.07	7.62
24.662	21.64	30.18	0.04	7.73
24.685	22.28	30.83	-0.07	7.62
24.716	17.47	26.01	-0.07	7.62
24.737	13.75	22.29	-0.00	7.69
24.760	15.77	24.32	0.03	7.73
24.782	17.17	25.72	-0.07	7.62
24.805	16.72	25.27	0.04	7.74
24.827	15.96	24.50	-0.05	7.64
24.850	14.14	22.69	0.00	7.70
24.873	12.44	20.99	0.03	7.72
24.895	10.98	19.52	-0.07	7.62
24.918	9.69	18.23	0.04	7.73
24.941	13.59	22.14	-0.06	7.64
24.963	19.41	27.95	0.01	7.70
24.986	22.05	30.60	0.02	7.72
25.008	21.60	30.15	-0.07	7.62
25.031	16.78	25.33	0.04	7.73
25.054	13.83	22.37	-0.05	7.64
25.076	16.40	24.95	0.01	7.71
25.099	17.18	25.72	0.02	7.71
25.122	16.53	25.07	-0.07	7.62
25.144	15.62	24.17	0.04	7.74
25.167	13.84	22.38	-0.05	7.64
25.189	12.23	20.78	0.01	7.70
25.212	10.69	19.23	0.01	7.71
25.235	9.82	18.36	-0.07	7.62
25.257	14.90	23.45	0.04	7.74
25.280	20.24	28.78	-0.05	7.64
25.303	22.68	31.23	0.01	7.71
25.325	21.19	29.74	0.01	7.70
25.348	15.84	24.39	-0.07	7.62
25.370	14.00	22.54	0.04	7.74
25.393	16.75	25.29	-0.06	7.64
25.416	17.12	25.66	0.01	7.71
25.438	16.43	24.97	0.00	7.70
25.461	15.21	23.76	-0.07	7.62
25.484	13.42	21.96	0.05	7.74
25.506	11.89	20.43	-0.06	7.63
25.529	10.48	19.02	0.02	7.71
25.551	10.16	18.70	0.00	7.70
25.574	16.11	24.65	-0.07	7.63
25.597	20.72	29.27	0.05	7.74
25.619	22.62	31.16	-0.06	7.63
25.642	20.16	28.70	0.02	7.71
25.664	15.00	23.55	-0.00	7.69
25.687	14.38	22.93	-0.07	7.63
25.710	17.00	25.54	0.04	7.74
25.732	16.79	25.34	-0.06	7.63
25.762	16.22	24.77	-0.06	7.63
25.784	14.74	23.29	0.02	7.72
25.807	12.69	21.24	-0.05	7.64
25.827	11.45	19.99	-0.07	7.63
25.850	10.02	18.57	0.05	7.74
25.872	11.50	20.05	-0.06	7.63
25.897	18.05	26.60	0.04	7.73
25.925	21.80	30.34	0.02	7.72
25.948	22.24	30.79	-0.01	7.68
25.970	17.92	26.47	-0.07	7.63
25.993	13.76	22.31	0.05	7.74
26.015	15.68	24.23	-0.06	7.63
26.038	17.17	25.71	0.01	7.71
26.061	16.68	25.23	-0.01	7.68
26.083	16.02	24.56	-0.07	7.63
26.106	14.19	22.73	0.04	7.74
26.129	12.42	20.97	-0.06	7.63
26.151	11.09	19.64	0.02	7.71
26.174	9.66	18.20	-0.01	7.68
26.197	13.34	21.88	-0.06	7.63
26.219	19.14	27.68	0.05	7.74
26.242	22.06	30.61	-0.06	7.63
26.264	21.86	30.40	0.02	7.71
26.287	16.82	25.36	-0.02	7.68
26.310	13.74	22.28	-0.06	7.63
26.332	16.19	24.74	0.05	7.74
26.355	17.16	25.70	-0.06	7.63
26.377	16.54	25.09	0.02	7.72
26.400	15.77	24.32	-0.02	7.67
26.423	13.80	22.35	-0.06	7.63
26.445	12.16	20.70	0.05	7.74
26.468	10.74	19.28	-0.06	7.63
26.491	9.74	18.29	0.02	7.72
26.513	16.59	25.14	0.02	7.72
26.539	21.14	29.68	-0.06	7.63
26.562	22.54	31.08	0.02	7.71
26.584	19.49	28.04	-0.02	7.67
26.607	14.42	22.97	-0.06	7.63
26.629	14.69	23.24	0.05	7.74
26.652	17.12	25.66	-0.06	7.63
26.675	16.81	25.35	0.02	7.72
26.697	16.20	24.74	-0.02	7.67
26.720	14.75	23.29	-0.06	7.63
26.743	12.95	21.49	0.05	7.74
26.765	11.50	20.05	-0.06	7.63
26.788	9.97	18.52	0.02	7.72
26.810	11.45	20.00	-0.02	7.67
26.833	18.02	26.57	0.02	7.72
26.862	21.85	30.39	-0.06	7.63
26.884	22.20	30.74	0.04	7.74
26.907	17.89	26.43	-0.06	7.63
26.929	13.77	22.32	0.02	7.72
26.952	15.59	24.14	-0.02	7.67
26.975	17.11	25.66	0.02	7.71
27.005	16.65	25.19	-0.06	7.63
27.027	15.85	24.40	0.04	7.74
27.050	13.99	22.53	-0.06	7.63
27.072	12.34	20.88	0.02	7.72
27.100	10.73	19.27	-0.01	7.68
27.124	9.78	18.33	-0.02	7.68
27.147	14.90	23.45	-0.06	7.63
27.170	20.18	28.73	0.05	7.74
27.192	22.45	30.99	-0.06	7.63
27.215	20.95	29.49	0.02	7.71
27.238	15.76	24.31	-0.02	7.68
27.260	14.14	22.68	-0.07	7.63
27.283	16.87	25.42	0.04	7.74
27.305	17.11	25.65	-0.06	7.63
27.328	16.48	25.03	0.02	7.71
27.351	15.34	23.89	-0.01	7.68
27.373	13.49	22.04	-0.07	7.63
27.396	11.93	20.48	0.04	7.74
27.419	10.42	18.96	-0.06	7.63
27.441	10.25	18.79	0.02	7.72
27.464	16.11	24.66	-0.01	7.68
27.486	20.74	29.29	-0.06	7.63
27.509	22.68	31.22	0.05	7.74
27.532	20.19	28.74	-0.06	7.63
27.554	14.89	23.44	0.02	7.71
27.577	14.40	22.94	-0.01	7.68
27.600	17.04	25.58	-0.07	7.63
27.622	16.88	25.43	0.04	7.74
27.645	16.32	24.86	-0.06	7.63
27.667	14.82	23.37	0.02	7.72
27.690	13.07	21.61	-0.00	7.69
27.713	11.56	20.10	-0.07	7.62
27.735	10.08	18.62	0.05	7.74
27.758	10.93	19.48	-0.06	7.64
27.781	17.21	25.76	0.02	7.71
27.803	21.14	29.69	0.00	7.69
27.826	22.49	31.03	-0.07	7.63
27.848	18.97	27.51	0.05	7.74
27.871	14.16	22.71	-0.06	7.64
27.894	14.75	23.30	0.02	7.71
27.916	17.04	25.59	0.00	7.70
27.939	16.64	25.19	0.02	7.72
27.967	16.03	24.58	-0.07	7.62
27.990	14.42	22.97	0.04	7.74
28.013	12.65	21.20	-0.06	7.64
28.035	11.19	19.74	0.01	7.71
28.058	9.80	18.35	0.01	7.70
28.081	12.70	21.24	-0.07	7.62
28.103	18.78	27.33	0.03	7.73
28.133	22.18	30.73	0.05	7.74
28.156	21.66	30.20	-0.06	7.64
28.178	16.74	25.28	0.01	7.71
28.201	13.64	22.18	0.01	7.70
28.224	16.25	24.79	-0.07	7.62
28.246	17.21	25.76	0.04	7.73
28.269	16.60	25.14	-0.05	7.64
28.291	15.69	24.23	0.01	7.70
28.314	13.77	22.32	0.02	7.71
28.337	12.22	20.76	-0.07	7.62
28.359	10.65	19.20	0.04	7.73
28.382	9.74	18.29	-0.06	7.64
28.405	14.66	23.20	0.00	7.70
28.427	20.10	28.65	-0.05	7.64
28.457	22.30	30.84	0.02	7.72
28.479	20.58	29.13	-0.07	7.62
28.502	15.32	23.87	0.04	7.74
28.524	14.13	22.68	-0.05	7.65
28.547	16.83	25.37	0.00	7.70
28.570	17.01	25.55	0.03	7.73
28.592	16.37	24.92	-0.07	7.62
28.615	15.10	23.64	0.03	7.73
28.638	13.31	21.85	-0.05	7.64
28.660	11.73	20.27	-0.00	7.69
28.683	10.27	18.81	0.03	7.73
28.705	10.41	18.96	-0.07	7.62
28.728	16.53	25.08	0.04	7.73
28.751	21.11	29.65	-0.05	7.65
28.773	22.53	31.08	-0.01	7.69
28.796	19.59	28.13	0.03	7.73
28.819	14.61	23.15	-0.07	7.62
28.841	14.51	23.06	0.03	7.73
28.864	17.10	25.65	-0.05	7.64
28.886	16.90	25.45	-0.01	7.68
28.909	16.24	24.78	0.03	7.73
28.932	14.69	23.24	-0.07	7.63
28.954	12.87	21.41	0.03	7.73
28.977	11.50	20.05	-0.05	7.65
29.000	9.98	18.53	-0.02	7.67
29.022	11.27	19.81	0.04	7.73
29.045	17.51	26.06	-0.07	7.62
29.067	21.58	30.12	0.03	7.73
29.099	22.27	30.81	0.02	7.72
29.125	17.86	26.40	-0.07	7.63
29.145	13.86	22.40	-0.03	7.66
29.168	15.53	24.08	0.04	7.73
29.191	17.15	25.70	-0.07	7.62
29.213	16.66	25.21	0.03	7.72
29.236	16.05	24.59	-0.04	7.65
29.258	14.12	22.66	0.02	7.71
29.288	12.33	20.87	-0.04	7.66
29.311	10.85	19.40	0.04	7.74
29.333	9.70	18.25	-0.07	7.62
29.356	13.91	22.46	0.02	7.72
29.379	19.64	28.18	-0.04	7.66
29.401	22.23	30.78	-0.05	7.65
29.424	21.39	29.94	0.04	7.73
29.447	16.41	24.96	-0.07	7.62
29.469	13.83	22.37	0.02	7.72
29.492	16.45	25.00	-0.04	7.66
29.514	17.17	25.71	-0.05	7.64
29.537	16.55	25.10	0.04	7.74
29.560	15.58	24.13	-0.07	7.63
29.582	13.58	22.12	0.02	7.72
29.605	12.06	20.60	-0.03	7.66
29.627	10.60	19.14	-0.06	7.63
29.650	9.85	18.40	0.05	7.74
29.673	15.13	23.68	-0.06	7.63
29.695	20.31	28.86	0.02	7.72
29.718	22.51	31.05	-0.02	7.67
29.741	20.76	29.30	-0.06	7.63
29.763	15.46	24.00	0.04	7.74
29.785	14.09	22.64	-0.06	7.63
29.808	16.86	25.41	0.02	7.72
29.831	17.05	25.60	-0.01	7.68
29.853	16.46	25.01	-0.07	7.63
29.876	15.27	23.81	0.05	7.74
29.898	13.32	21.87	-0.06	7.63
29.921	11.82	20.37	0.02	7.71
29.944	10.42	18.97	-0.00	7.69
29.966	10.43	18.98	-0.07	7.63
29.989	16.58	25.12	0.05	7.74
30.011	20.97	29.51	-0.06	7.64
30.034	22.50	31.05	0.02	7.72
30.057	19.90	28.44	0.00	7.69
30.079	14.74	23.29	-0.07	7.62
30.102	14.57	23.11	0.04	7.74
30.125	17.10	25.64	-0.06	7.64
30.147	16.81	25.36	0.01	7.71
30.170	16.29	24.83	0.01	7.70
30.192	14.93	23.48	-0.07	7.63
30.215	13.11	21.65	-0.02	7.68
30.244	11.51	20.05	0.04	7.74
30.266	9.93	18.47	-0.05	7.64
30.289	11.76	20.31	0.01	7.70
30.311	18.13	26.67	0.02	7.72
30.334	21.70	30.24	-0.07	7.62
30.357	22.34	30.89	0.04	7.74
30.379	17.90	26.44	-0.07	7.62
30.409	13.75	22.30	-0.05	7.64
30.432	15.81	24.35	0.01	7.70
30.454	17.21	25.75	0.03	7.72
30.477	16.73	25.27	-0.07	7.62
30.500	15.90	24.44	0.04	7.73
30.522	14.08	22.63	-0.05	7.64
30.545	12.48	21.03	-0.01	7.69
30.567	11.02	19.57	0.03	7.73
30.590	9.72	18.27	-0.07	7.62
30.613	13.77	22.31	0.04	7.73
30.635	19.42	27.97	-0.05	7.64
30.658	22.13	30.68	-0.01	7.68
30.681	21.58	30.12	0.04	7.73
30.703	16.61	25.15	-0.07	7.62
30.726	13.80	22.35	0.03	7.73
30.748	16.39	24.94	-0.05	7.64
30.771	17.08	25.63	-0.02	7.67
30.794	16.49	25.03	0.03	7.73
30.816	15.55	24.09	-0.07	7.62
30.839	13.77	22.32	0.04	7.73
30.862	12.09	20.63	-0.05	7.64
30.884	10.70	19.25	-0.03	7.66
30.907	9.84	18.38	0.04	7.73
30.929	14.91	23.45	-0.07	7.63
30.952	20.17	28.71	0.03	7.72
30.975	22.46	31.01	-0.05	7.65
