Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
15.296	27.75	36.89	0.06	7.76
15.318	30.55	39.70	-0.05	7.65
15.341	27.58	36.73	0.04	7.73
15.364	22.28	31.42	-0.00	7.69
15.386	21.68	30.83	-0.04	7.65
15.409	23.93	33.07	0.06	7.76
15.431	24.02	33.16	-0.04	7.65
15.454	23.47	32.62	0.06	7.75
15.483	21.52	30.66	0.04	7.73
15.505	19.45	28.59	0.00	7.69
15.528	16.98	26.13	-0.05	7.64
15.550	14.72	23.87	0.06	7.75
15.573	17.29	26.43	-0.04	7.65
15.596	23.98	33.13	0.04	7.73
15.618	28.92	38.06	0.01	7.70
15.641	30.54	39.68	-0.05	7.64
15.664	26.05	35.19	0.06	7.76
15.686	21.32	30.46	-0.04	7.65
15.709	22.59	31.74	0.04	7.73
15.732	24.11	33.25	0.01	7.70
15.754	23.85	33.00	-0.05	7.65
15.777	23.21	32.35	0.06	7.75
15.799	21.20	30.34	-0.04	7.65
15.822	19.00	28.15	0.06	7.75
15.852	16.40	25.54	0.04	7.73
15.875	14.49	23.63	0.02	7.71
15.897	19.44	28.59	-0.05	7.65
15.920	25.93	35.07	0.07	7.76
15.943	30.06	39.20	-0.04	7.65
15.965	29.75	38.89	0.04	7.73
15.988	24.22	33.36	0.02	7.71
16.010	21.07	30.22	-0.05	7.64
16.033	23.40	32.54	0.06	7.75
16.056	24.14	33.28	-0.04	7.65
16.078	23.72	32.87	0.04	7.73
16.101	22.73	31.87	0.03	7.72
16.124	20.57	29.71	-0.05	7.64
16.146	18.46	27.60	0.07	7.76
16.169	15.94	25.08	-0.04	7.65
16.192	14.71	23.85	0.04	7.73
16.214	20.65	29.79	0.03	7.72
16.237	26.77	35.91	-0.05	7.64
16.259	30.44	39.58	0.07	7.76
16.282	28.94	38.08	-0.04	7.66
16.305	23.31	32.45	0.03	7.72
16.327	21.32	30.46	0.04	7.73
16.350	23.76	32.91	-0.05	7.64
16.373	24.12	33.26	0.06	7.75
16.395	23.79	32.93	-0.04	7.66
16.418	22.34	31.49	0.03	7.72
16.441	20.33	29.48	0.04	7.73
16.463	18.02	27.16	-0.05	7.64
16.486	15.60	24.74	0.06	7.75
16.508	15.35	24.50	-0.03	7.66
16.531	22.07	31.22	0.03	7.72
16.554	27.75	36.89	0.05	7.74
16.576	30.70	39.84	0.04	7.73
16.605	27.37	36.52	-0.06	7.64
16.628	22.21	31.35	0.06	7.75
16.650	22.15	31.29	-0.03	7.67
16.673	24.08	33.23	0.02	7.72
16.695	24.03	33.17	0.04	7.74
16.718	23.45	32.59	-0.05	7.64
16.741	21.59	30.74	0.06	7.75
16.763	19.67	28.81	-0.03	7.66
16.786	17.28	26.43	0.02	7.71
16.809	14.94	24.08	0.05	7.74
16.831	17.18	26.32	-0.05	7.64
16.857	24.12	33.26	0.05	7.75
16.887	29.48	38.62	0.06	7.75
16.909	30.47	39.61	-0.03	7.66
16.932	25.43	34.57	0.01	7.70
16.954	21.17	30.31	0.05	7.74
16.977	22.81	31.96	-0.01	7.68
17.007	24.12	33.26	-0.05	7.64
17.030	23.73	32.87	0.05	7.74
17.052	22.67	31.82	-0.03	7.66
17.075	20.70	29.84	0.00	7.70
17.097	18.58	27.73	0.05	7.75
17.120	16.08	25.23	-0.05	7.64
17.143	14.49	23.63	0.06	7.75
17.165	19.94	29.08	-0.03	7.66
17.188	26.11	35.26	0.01	7.70
17.211	30.11	39.25	0.06	7.75
17.233	29.34	38.48	-0.05	7.64
17.256	23.78	32.92	0.05	7.75
17.279	21.08	30.22	-0.03	7.67
17.301	23.43	32.57	0.00	7.69
17.324	24.03	33.17	0.05	7.75
17.346	23.61	32.75	-0.05	7.64
17.369	22.57	31.71	0.05	7.74
17.392	20.34	29.49	-0.03	7.66
17.414	18.12	27.26	-0.01	7.68
17.437	15.70	24.84	0.05	7.75
17.460	14.78	23.93	-0.05	7.64
17.482	21.17	30.31	0.05	7.74
17.505	27.18	36.32	-0.03	7.66
17.527	30.59	39.74	-0.01	7.68
17.550	28.46	37.60	0.06	7.75
17.573	22.95	32.09	-0.05	7.64
17.595	21.43	30.57	0.05	7.74
17.618	23.86	33.00	-0.03	7.67
17.641	24.19	33.33	-0.01	7.68
17.663	23.67	32.82	0.06	7.75
17.686	22.08	31.22	0.01	7.70
17.714	19.76	28.90	-0.05	7.64
17.737	17.45	26.60	0.05	7.74
17.760	15.19	24.33	-0.03	7.67
17.782	16.51	25.65	-0.02	7.67
17.805	23.24	32.38	0.06	7.75
17.828	28.57	37.72	-0.05	7.64
17.850	30.72	39.86	0.04	7.73
17.873	26.86	36.00	-0.02	7.67
17.896	21.65	30.79	-0.03	7.67
17.918	22.15	31.30	0.06	7.75
17.941	23.98	33.13	-0.03	7.66
17.970	23.90	33.04	-0.05	7.64
17.993	23.29	32.44	0.04	7.73
18.015	21.29	30.43	-0.02	7.67
18.038	19.21	28.35	-0.03	7.66
18.061	16.89	26.03	0.06	7.75
18.083	14.73	23.87	-0.05	7.64
18.106	18.73	27.87	0.06	7.75
18.136	25.92	35.07	0.04	7.73
18.158	30.14	39.28	-0.02	7.68
18.181	30.00	39.15	-0.03	7.66
18.204	24.58	33.73	0.06	7.76
18.226	21.22	30.36	-0.05	7.64
18.249	23.59	32.74	0.04	7.73
18.272	24.38	33.53	-0.01	7.68
18.294	23.92	33.07	-0.03	7.66
18.317	23.08	32.22	0.07	7.76
18.340	21.04	30.19	-0.05	7.64
18.362	18.99	28.13	0.04	7.73
18.385	16.43	25.58	-0.01	7.69
18.407	15.02	24.16	-0.04	7.65
18.430	20.94	30.08	0.06	7.75
18.453	27.12	36.26	-0.04	7.65
18.475	30.83	39.97	0.04	7.74
18.498	29.63	38.77	-0.00	7.69
18.521	23.91	33.05	-0.04	7.65
18.543	21.79	30.93	0.06	7.75
18.566	24.28	33.42	-0.04	7.65
18.589	24.44	33.58	0.04	7.73
18.611	23.93	33.07	0.00	7.69
18.634	22.77	31.92	-0.05	7.65
18.656	20.62	29.76	0.06	7.76
18.679	18.47	27.62	-0.04	7.65
18.702	15.91	25.05	0.04	7.73
18.724	15.67	24.81	0.00	7.70
18.747	22.28	31.42	-0.04	7.65
18.770	27.99	37.13	0.06	7.76
18.792	31.12	40.27	-0.05	7.65
18.815	28.38	37.53	0.06	7.75
18.843	22.65	31.79	0.04	7.73
18.866	22.33	31.48	0.01	7.70
18.889	24.38	33.52	-0.05	7.65
18.911	24.27	33.41	0.06	7.76
18.934	23.68	32.82	-0.04	7.65
18.957	22.40	31.54	0.04	7.73
18.979	20.15	29.30	0.01	7.70
19.002	17.84	26.98	-0.05	7.64
19.024	15.38	24.52	0.06	7.75
19.047	17.44	26.59	-0.04	7.65
19.070	24.10	33.25	0.04	7.73
19.092	29.53	38.68	0.02	7.71
19.115	31.23	40.37	-0.05	7.64
19.138	26.96	36.10	0.06	7.75
19.160	22.13	31.27	-0.04	7.65
19.183	23.03	32.17	0.04	7.73
19.205	24.74	33.88	0.02	7.71
19.228	24.40	33.55	-0.05	7.64
19.251	23.52	32.66	-0.03	7.66
19.277	21.78	30.93	0.06	7.76
19.300	19.60	28.74	-0.04	7.65
19.322	17.23	26.37	0.03	7.73
19.345	15.15	24.30	0.03	7.72
19.368	19.68	28.82	-0.05	7.65
19.390	26.15	35.30	0.06	7.76
19.413	30.58	39.72	-0.03	7.66
19.436	30.72	39.86	0.03	7.72
19.458	25.27	34.41	0.03	7.72
19.481	21.76	30.91	-0.05	7.64
19.504	23.95	33.09	0.06	7.75
19.526	24.80	33.94	-0.04	7.65
19.549	24.26	33.40	0.03	7.72
19.571	23.52	32.66	0.03	7.72
19.594	21.38	30.52	-0.05	7.64
19.617	19.18	28.33	0.06	7.76
19.639	16.55	25.70	-0.04	7.65
19.662	15.14	24.29	0.03	7.72
19.685	20.95	30.10	0.04	7.73
19.707	27.27	36.41	-0.05	7.64
19.730	31.01	40.15	0.06	7.76
19.753	30.01	39.15	-0.03	7.66
19.775	24.30	33.44	0.03	7.72
19.798	21.86	31.00	0.04	7.73
19.820	24.32	33.46	-0.05	7.64
19.843	24.63	33.77	0.06	7.75
19.866	24.01	33.15	-0.03	7.66
19.888	23.13	32.27	0.03	7.72
19.911	20.87	30.01	-0.04	7.65
19.940	18.48	27.63	0.04	7.74
19.962	15.95	25.10	-0.06	7.64
19.985	16.15	25.29	0.06	7.75
20.007	22.84	31.99	-0.03	7.66
20.030	28.54	37.68	0.02	7.72
20.053	31.48	40.62	0.05	7.74
20.075	28.33	37.48	-0.05	7.64
20.098	22.90	32.05	0.06	7.75
20.121	22.39	31.53	-0.03	7.66
20.143	24.64	33.78	0.02	7.71
20.166	24.62	33.76	0.05	7.74
20.188	23.86	33.01	-0.05	7.64
20.211	22.61	31.75	0.06	7.75
20.234	20.31	29.46	-0.02	7.67
20.256	18.06	27.20	0.01	7.70
20.279	15.62	24.76	0.05	7.75
20.302	17.42	26.57	-0.06	7.64
20.324	24.28	33.42	0.05	7.75
20.347	29.42	38.56	-0.03	7.66
20.369	31.33	40.47	0.01	7.70
20.392	24.64	33.78	-0.06	7.64
20.414	21.82	30.97	0.05	7.75
20.437	24.26	33.40	-0.03	7.66
20.460	24.72	33.87	0.00	7.69
20.482	24.06	33.21	0.06	7.75
20.505	23.34	32.48	-0.05	7.64
20.527	21.18	30.32	0.05	7.74
20.550	19.05	28.20	-0.03	7.66
20.573	16.47	25.61	-0.00	7.69
20.595	15.59	24.73	-0.03	7.67
20.625	22.52	31.66	0.06	7.75
20.647	28.33	37.47	-0.05	7.64
20.670	31.40	40.54	0.05	7.74
20.693	28.81	37.95	-0.03	7.66
20.715	23.31	32.45	-0.01	7.68
20.738	22.45	31.59	0.06	7.75
20.761	24.80	33.94	-0.05	7.64
20.783	24.59	33.73	0.05	7.74
20.806	23.90	33.04	-0.03	7.67
20.828	22.77	31.91	-0.02	7.68
20.851	20.42	29.57	0.06	7.75
20.874	18.28	27.43	-0.05	7.64
20.896	15.83	24.97	0.05	7.74
20.919	16.92	26.06	-0.02	7.67
20.942	23.69	32.83	-0.02	7.67
20.964	29.17	38.31	0.06	7.75
20.987	31.66	40.80	-0.05	7.64
21.010	27.39	36.53	0.06	7.75
21.038	22.09	31.24	0.04	7.74
21.061	23.08	32.22	-0.02	7.67
21.083	24.65	33.80	-0.03	7.66
21.106	24.39	33.53	0.06	7.75
21.129	23.74	32.89	-0.06	7.64
21.151	22.04	31.18	0.04	7.73
21.174	19.75	28.90	-0.02	7.67
21.197	17.42	26.56	-0.03	7.66
21.219	15.17	24.31	0.06	7.75
21.242	18.90	28.04	-0.05	7.64
21.265	25.55	34.70	0.04	7.73
21.287	30.26	39.41	-0.01	7.68
21.310	31.03	40.18	-0.04	7.66
21.332	25.78	34.92	0.07	7.76
21.355	21.84	30.98	-0.05	7.64
21.378	23.68	32.83	0.04	7.73
21.400	24.69	33.83	-0.01	7.68
21.423	24.18	33.33	-0.04	7.66
21.446	23.49	32.63	0.07	7.76
21.468	21.63	30.78	-0.05	7.64
21.491	19.44	28.58	0.04	7.73
21.514	16.88	26.02	-0.04	7.65
21.543	15.14	24.29	-0.01	7.69
21.566	20.93	30.07	-0.04	7.65
21.589	27.24	36.39	0.07	7.76
21.611	31.05	40.20	-0.04	7.65
21.634	29.96	39.10	0.04	7.73
21.657	24.27	33.42	0.00	7.69
21.679	21.86	31.01	-0.04	7.65
21.702	24.46	33.60	0.06	7.76
21.724	24.72	33.87	-0.05	7.65
21.747	24.18	33.32	0.04	7.73
21.770	23.10	32.25	0.01	7.70
21.792	20.91	30.05	-0.05	7.64
21.815	18.72	27.86	0.07	7.76
21.838	16.29	25.43	-0.05	7.65
21.860	15.76	24.90	0.04	7.73
21.883	22.31	31.45	0.01	7.70
21.906	28.19	37.34	-0.05	7.64
21.928	31.41	40.55	0.02	7.71
21.958	28.46	37.60	0.06	7.75
21.980	22.95	32.10	-0.04	7.65
22.003	22.46	31.60	0.03	7.73
22.026	24.65	33.80	0.02	7.71
22.048	24.43	33.57	-0.05	7.64
22.071	23.95	33.10	0.06	7.76
22.093	22.58	31.72	-0.04	7.65
22.116	20.35	29.49	0.03	7.73
22.139	17.55	26.69	-0.03	7.66
22.162	15.26	24.40	0.03	7.73
22.184	18.93	28.07	0.03	7.73
22.207	25.68	34.83	-0.05	7.64
22.229	30.36	39.50	0.06	7.76
22.252	31.00	40.15	-0.04	7.65
22.275	25.75	34.90	0.03	7.72
22.297	21.83	30.98	0.04	7.73
22.320	23.77	32.91	-0.05	7.64
22.343	24.77	33.91	0.06	7.76
22.365	24.23	33.37	-0.04	7.66
22.388	23.45	32.60	0.03	7.72
22.410	21.65	30.79	0.04	7.73
22.433	19.42	28.56	-0.05	7.64
22.456	17.00	26.15	0.06	7.75
22.478	15.15	24.29	-0.03	7.66
22.501	20.28	29.43	0.03	7.72
22.524	26.67	35.81	0.05	7.74
22.546	30.83	39.98	-0.06	7.63
22.569	30.43	39.57	0.06	7.75
22.592	24.81	33.95	-0.03	7.66
22.614	21.85	30.99	0.01	7.71
22.637	24.19	33.33	0.05	7.75
22.659	24.66	33.81	-0.01	7.68
22.689	24.05	33.20	-0.05	7.64
22.712	23.14	32.28	0.06	7.75
22.735	20.85	29.99	-0.03	7.66
22.757	18.59	27.74	0.00	7.70
22.780	16.09	25.23	0.06	7.75
22.803	15.76	24.90	-0.05	7.64
22.825	22.29	31.43	0.06	7.75
22.848	28.09	37.24	-0.03	7.67
22.870	31.30	40.44	0.00	7.69
22.893	29.00	38.14	0.06	7.75
22.916	23.43	32.57	-0.05	7.64
22.938	22.28	31.42	0.05	7.74
22.961	24.61	33.75	-0.03	7.67
22.984	24.67	33.81	-0.01	7.69
23.006	23.99	33.14	0.06	7.75
23.029	22.75	31.89	-0.05	7.64
23.051	20.41	29.55	0.04	7.74
23.074	18.21	27.36	-0.03	7.66
23.097	15.74	24.88	-0.02	7.67
23.119	16.66	25.81	0.06	7.75
23.142	23.41	32.55	-0.05	7.64
23.165	29.03	38.17	0.04	7.74
23.187	31.30	40.45	-0.02	7.67
23.210	27.79	36.93	-0.03	7.66
23.232	22.56	31.70	0.06	7.75
23.255	23.27	32.41	-0.05	7.64
23.281	24.78	33.93	0.07	7.76
23.304	24.30	33.44	-0.05	7.64
23.327	23.58	32.73	0.04	7.73
23.349	21.70	30.84	-0.02	7.68
23.372	19.58	28.72	-0.04	7.65
23.394	17.03	26.17	0.06	7.76
23.417	14.93	24.07	-0.05	7.64
23.440	19.30	28.44	0.04	7.73
23.462	25.87	35.02	-0.00	7.69
23.485	30.34	39.49	-0.04	7.65
23.508	30.69	39.83	0.06	7.76
23.530	25.17	34.32	-0.04	7.65
23.553	21.54	30.68	0.04	7.73
23.575	23.70	32.85	0.00	7.70
23.598	24.57	33.71	-0.05	7.64
23.621	24.16	33.30	0.06	7.76
23.643	23.35	32.50	-0.05	7.64
23.666	21.40	30.55	0.04	7.73
23.689	19.12	28.26	0.01	7.70
23.711	16.70	25.84	-0.05	7.64
23.734	15.15	24.30	0.06	7.75
23.756	20.77	29.92	-0.03	7.66
23.779	27.08	36.22	0.06	7.75
23.809	30.96	40.10	0.04	7.73
23.832	29.36	38.50	0.03	7.72
23.854	23.68	32.82	-0.05	7.64
23.877	21.82	30.96	0.07	7.76
23.899	24.25	33.40	-0.04	7.66
23.922	24.47	33.61	0.03	7.72
23.945	23.88	33.02	0.04	7.73
23.967	22.74	31.88	-0.05	7.64
23.990	20.60	29.75	0.06	7.75
24.013	18.39	27.53	-0.03	7.66
24.035	15.86	25.01	0.03	7.72
24.058	15.89	25.03	0.04	7.74
24.080	22.63	31.77	-0.05	7.64
24.103	28.35	37.50	0.06	7.75
24.126	31.26	40.40	-0.03	7.66
24.148	28.34	37.49	0.01	7.71
24.171	22.85	32.00	0.05	7.75
24.194	22.15	31.29	-0.05	7.64
24.216	24.45	33.59	0.06	7.75
24.239	24.43	33.57	-0.03	7.66
24.261	23.84	32.99	0.00	7.69
24.284	22.43	31.58	0.05	7.74
24.307	20.22	29.36	-0.05	7.64
24.329	17.88	27.03	0.05	7.74
24.352	15.52	24.66	-0.03	7.67
24.375	17.29	26.43	0.06	7.75
24.403	24.59	33.74	-0.01	7.68
24.426	29.60	38.74	0.06	7.75
24.448	30.95	40.09	-0.05	7.64
24.471	26.55	35.69	0.05	7.74
24.494	21.82	30.96	-0.02	7.67
24.516	23.10	32.25	-0.02	7.67
24.539	24.55	33.69	0.06	7.75
24.562	24.17	33.32	-0.05	7.64
24.584	23.44	32.58	0.06	7.75
24.614	21.33	30.47	0.04	7.73
24.636	19.20	28.34	-0.02	7.68
24.659	16.66	25.81	-0.04	7.66
24.681	14.90	24.04	0.06	7.76
24.704	19.76	28.91	-0.05	7.64
24.727	26.19	35.33	0.04	7.74
24.749	30.54	39.68	-0.01	7.69
24.772	30.31	39.46	-0.04	7.65
24.795	24.75	33.90	0.06	7.76
24.817	21.65	30.80	-0.04	7.65
24.840	24.05	33.20	0.04	7.73
24.862	24.52	33.67	0.00	7.70
24.885	24.04	33.19	-0.05	7.65
24.908	23.03	32.18	0.03	7.72
24.937	20.69	29.84	0.07	7.76
24.960	18.56	27.70	-0.05	7.65
24.983	15.98	25.12	0.04	7.73
25.005	15.45	24.60	0.02	7.72
25.028	21.84	30.98	-0.05	7.64
25.051	27.74	36.88	0.06	7.76
25.073	31.15	40.29	-0.04	7.65
25.096	29.02	38.17	0.04	7.73
25.118	23.36	32.51	0.03	7.72
25.141	21.95	31.09	-0.05	7.64
25.164	24.32	33.47	0.06	7.75
25.186	24.47	33.61	-0.03	7.66
25.209	23.88	33.02	0.03	7.72
25.232	22.59	31.73	0.04	7.73
25.254	20.38	29.53	-0.05	7.64
25.277	18.11	27.25	0.06	7.75
25.299	15.68	24.83	-0.04	7.66
25.322	16.34	25.49	0.03	7.72
25.345	23.18	32.33	0.05	7.74
25.367	28.65	37.79	-0.05	7.64
25.390	31.20	40.34	0.06	7.75
25.413	27.76	36.91	-0.04	7.65
25.435	22.57	31.71	0.01	7.71
25.458	22.49	31.63	0.05	7.75
25.480	24.54	33.68	0.06	7.76
25.501	24.06	33.21	-0.03	7.66
25.524	23.29	32.44	0.00	7.69
25.546	21.22	30.36	0.06	7.75
25.569	18.92	28.06	-0.05	7.64
25.592	16.40	25.54	0.05	7.74
25.614	14.92	24.07	-0.03	7.66
25.637	20.52	29.67	-0.01	7.69
25.660	26.71	35.85	0.06	7.75
25.682	30.59	39.73	-0.05	7.64
25.705	29.61	38.75	0.05	7.74
25.727	24.04	33.19	-0.03	7.66
25.750	21.55	30.69	-0.02	7.68
25.773	24.01	33.15	0.06	7.75
25.795	24.44	33.58	-0.05	7.64
25.818	23.89	33.04	0.05	7.74
25.841	22.71	31.85	-0.02	7.67
25.863	20.52	29.66	-0.03	7.67
25.886	18.30	27.45	0.06	7.75
25.909	15.88	25.03	-0.03	7.66
25.938	15.79	24.93	-0.05	7.64
25.960	22.47	31.62	0.04	7.74
25.983	28.05	37.20	-0.02	7.68
26.013	30.92	40.07	-0.03	7.66
26.035	26.76	35.90	0.04	7.73
26.059	21.77	30.91	-0.04	7.66
26.081	22.72	31.87	0.07	7.76
26.104	24.32	33.46	-0.04	7.65
26.126	24.08	33.23	0.04	7.73
26.149	23.56	32.71	-0.01	7.69
26.172	21.59	30.73	-0.04	7.65
26.194	19.45	28.59	0.07	7.76
26.217	17.05	26.19	-0.05	7.64
26.240	14.92	24.06	0.04	7.73
26.262	18.37	27.52	0.00	7.70
26.285	25.16	34.30	-0.05	7.65
26.307	29.84	38.98	0.07	7.76
26.330	30.77	39.91	-0.04	7.65
26.353	25.53	34.68	0.04	7.73
26.375	21.34	30.48	0.01	7.70
26.398	23.28	32.43	-0.05	7.65
26.421	24.43	33.57	0.07	7.76
26.443	24.02	33.17	-0.04	7.65
26.466	23.33	32.47	0.04	7.73
26.488	21.19	30.33	0.02	7.71
26.511	19.00	28.15	0.04	7.73
26.540	16.35	25.49	-0.05	7.64
26.562	14.91	24.05	0.06	7.76
26.585	20.55	29.69	-0.04	7.65
26.608	26.81	35.95	0.03	7.73
26.630	30.46	39.61	0.03	7.72
26.653	29.58	38.72	-0.05	7.64
26.676	23.92	33.07	0.06	7.75
26.698	21.38	30.53	-0.03	7.66
26.721	23.85	33.00	0.04	7.73
26.743	24.30	33.44	0.04	7.73
26.766	23.93	33.08	-0.05	7.64
26.789	22.80	31.94	0.06	7.75
26.811	20.58	29.72	-0.03	7.66
26.834	18.28	27.42	0.03	7.72
26.857	15.78	24.92	0.04	7.73
26.879	15.24	24.38	-0.05	7.64
26.902	21.73	30.87	0.06	7.75
26.924	27.53	36.68	-0.03	7.66
26.947	30.83	39.97	0.02	7.71
26.970	28.66	37.80	0.05	7.74
26.992	23.11	32.26	-0.06	7.64
27.015	21.84	30.98	0.06	7.75
27.038	24.09	33.23	-0.03	7.66
27.060	24.19	33.33	0.01	7.70
27.083	23.67	32.82	0.05	7.75
27.105	22.14	31.29	-0.06	7.64
27.128	19.99	29.13	0.05	7.74
27.151	17.69	26.83	-0.03	7.66
27.173	15.43	24.57	0.00	7.69
27.196	16.58	25.72	-0.05	7.64
27.222	23.59	32.73	0.06	7.75
27.244	29.10	38.24	-0.01	7.69
27.274	30.87	40.01	-0.05	7.64
27.296	26.25	35.40	0.05	7.74
27.319	21.53	30.67	-0.03	7.66
27.341	22.85	31.99	-0.01	7.68
27.364	24.46	33.60	0.06	7.75
27.387	24.21	33.35	-0.06	7.64
27.409	23.56	32.70	0.05	7.74
27.432	21.58	30.73	-0.03	7.67
27.455	19.37	28.51	-0.02	7.67
27.477	16.92	26.06	0.06	7.75
27.500	14.86	24.01	-0.06	7.64
27.523	18.94	28.08	0.05	7.74
27.545	25.41	34.55	-0.02	7.67
27.568	30.00	39.14	-0.03	7.66
27.590	30.41	39.56	0.06	7.76
27.621	24.71	33.85	0.05	7.74
27.646	21.34	30.49	-0.05	7.64
27.668	23.67	32.82	0.04	7.73
27.691	24.28	33.43	-0.02	7.68
27.714	23.97	33.11	-0.04	7.66
27.736	23.12	32.26	0.06	7.76
27.759	20.82	29.96	-0.05	7.64
27.781	18.60	27.74	0.03	7.73
27.804	16.16	25.30	-0.00	7.69
27.827	15.10	24.24	-0.04	7.65
27.849	21.07	30.22	0.06	7.76
27.872	27.22	36.37	-0.04	7.65
27.895	30.85	39.99	0.04	7.73
27.917	29.33	38.47	0.00	7.70
27.940	23.69	32.84	-0.05	7.65
27.962	21.67	30.81	0.07	7.76
27.985	24.11	33.25	-0.05	7.64
28.007	24.35	33.50	0.04	7.73
28.030	23.92	33.07	0.01	7.71
28.052	22.64	31.78	-0.05	7.64
28.075	20.36	29.50	0.06	7.76
28.097	18.08	27.23	-0.04	7.65
28.120	15.72	24.86	0.03	7.72
28.143	15.67	24.82	0.02	7.71
28.165	22.36	31.50	-0.05	7.64
28.188	28.02	37.17	0.06	7.75
28.211	31.18	40.32	-0.04	7.65
28.233	28.47	37.62	0.03	7.72
28.256	22.82	31.97	0.03	7.72
28.278	21.93	31.07	-0.05	7.64
28.301	24.20	33.35	0.06	7.75
28.324	24.15	33.29	-0.06	7.64
28.354	23.76	32.90	-0.03	7.66
28.376	21.97	31.11	0.03	7.72
28.399	19.84	28.98	0.05	7.74
28.421	17.51	26.65	-0.06	7.63
28.444	15.19	24.33	0.06	7.75
28.467	17.53	26.67	-0.03	7.66
28.489	24.33	33.47	0.02	7.71
28.512	29.34	38.48	0.05	7.75
28.535	30.96	40.10	-0.05	7.64
28.557	26.48	35.62	0.06	7.75
28.580	21.61	30.76	-0.05	7.64
28.609	23.19	32.33	-0.03	7.66
28.632	24.43	33.58	0.00	7.69
28.654	24.10	33.24	0.06	7.75
28.677	23.41	32.56	-0.05	7.64
28.700	21.42	30.57	0.05	7.74
28.722	19.17	28.31	-0.03	7.67
28.745	16.55	25.69	0.06	7.75
28.774	14.89	24.04	-0.01	7.68
28.796	20.36	29.50	0.06	7.75
28.819	26.53	35.67	-0.05	7.64
28.841	30.42	39.57	0.05	7.74
28.864	29.72	38.86	-0.02	7.67
28.887	24.13	33.28	-0.02	7.67
28.909	21.49	30.63	0.06	7.76
28.932	23.89	33.03	-0.05	7.64
28.955	24.49	33.63	0.04	7.73
28.977	24.08	33.22	-0.01	7.68
29.000	22.94	32.09	-0.03	7.66
29.023	20.72	29.87	0.07	7.76
29.045	18.39	27.54	-0.05	7.64
29.068	15.94	25.08	0.04	7.73
29.090	15.27	24.42	-0.01	7.68
29.113	21.64	30.78	-0.04	7.65
29.136	27.50	36.65	0.07	7.76
29.158	30.89	40.04	-0.04	7.65
29.181	28.97	38.11	0.04	7.73
29.204	23.29	32.44	0.00	7.69
29.226	21.72	30.86	-0.04	7.65
29.249	24.07	33.22	0.07	7.76
29.271	24.31	33.46	-0.05	7.65
29.294	23.82	32.97	0.04	7.73
29.317	22.36	31.51	0.02	7.71
29.339	20.23	29.37	-0.05	7.64
29.362	17.95	27.09	0.06	7.75
29.385	15.57	24.72	-0.04	7.65
29.407	16.14	25.29	0.04	7.73
29.430	22.82	31.96	0.03	7.72
29.453	28.50	37.64	-0.05	7.64
29.475	30.98	40.12	0.05	7.74
29.505	27.13	36.27	0.06	7.76
29.528	21.97	31.11	-0.03	7.66
29.550	22.47	31.61	0.03	7.72
29.573	24.37	33.52	0.04	7.74
29.596	24.29	33.43	-0.06	7.64
29.618	23.55	32.70	0.06	7.75
29.641	21.71	30.85	-0.03	7.66
29.663	19.56	28.70	0.02	7.71
29.686	17.17	26.31	0.05	7.74
29.709	14.94	24.09	-0.05	7.64
29.731	17.94	27.08	0.06	7.75
29.754	24.58	33.73	-0.03	7.66
29.777	29.49	38.63	0.01	7.70
29.799	30.69	39.84	0.06	7.75
29.822	25.89	35.03	-0.06	7.64
29.844	21.34	30.48	0.05	7.74
29.867	23.10	32.24	-0.05	7.64
29.896	24.38	33.53	-0.03	7.66
29.918	23.89	33.04	0.02	7.71
29.940	23.25	32.40	0.06	7.75
29.963	21.03	30.17	-0.05	7.64
29.985	18.87	28.01	0.04	7.74
30.008	16.42	25.56	-0.02	7.67
30.031	14.83	23.98	-0.02	7.67
30.053	20.04	29.19	0.06	7.75
30.076	26.41	35.56	-0.05	7.64
30.098	30.52	39.66	0.05	7.74
30.121	30.00	39.15	-0.02	7.67
30.144	24.37	33.51	-0.04	7.66
30.166	21.44	30.58	0.06	7.76
30.189	23.77	32.91	-0.05	7.64
30.212	24.40	33.55	0.04	7.73
30.234	23.96	33.10	-0.01	7.68
30.257	22.85	31.99	-0.04	7.65
30.280	20.66	29.80	0.06	7.75
30.302	18.56	27.70	-0.05	7.64
30.325	16.09	25.24	0.04	7.73
30.347	15.25	24.40	0.00	7.69
30.370	21.42	30.57	-0.05	7.64
30.393	27.40	36.54	0.06	7.76
30.415	30.95	40.09	-0.04	7.65
30.438	29.12	38.26	0.04	7.73
30.461	23.51	32.66	0.01	7.70
30.483	21.70	30.85	-0.05	7.64
30.506	24.08	33.22	0.07	7.76
30.528	24.45	33.59	-0.05	7.65
30.551	24.03	33.17	0.03	7.73
30.574	22.62	31.77	0.02	7.72
30.596	19.23	28.37	-0.05	7.64
30.620	16.75	25.90	0.06	7.76
30.643	14.92	24.06	-0.04	7.65
30.665	19.62	28.76	0.03	7.72
30.688	26.05	35.20	0.04	7.73
30.711	30.36	39.50	-0.06	7.64
30.733	30.33	39.48	0.06	7.75
30.756	24.81	33.95	-0.03	7.66
30.778	21.43	30.58	0.02	7.72
30.801	23.75	32.89	0.05	7.74
30.824	24.39	33.54	-0.06	7.64
30.846	23.98	33.12	0.06	7.75
30.869	23.14	32.29	-0.03	7.66
30.892	20.98	30.12	0.01	7.70
