Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
61.466	17.45	26.38	0.03	7.67
61.556	17.20	26.13	-0.05	7.58
61.646	16.47	25.39	0.06	7.69
61.736	15.25	24.18	-0.04	7.59
61.826	13.24	22.17	0.03	7.66
61.915	11.69	20.62	0.03	7.67
62.005	10.16	19.09	-0.05	7.58
62.095	11.26	20.19	0.06	7.69
62.185	17.83	26.76	-0.03	7.60
62.275	22.02	30.95	0.03	7.66
62.365	23.17	32.10	0.04	7.67
62.455	19.37	28.30	-0.05	7.58
62.545	14.49	23.42	0.06	7.69
62.635	15.40	24.33	-0.03	7.60
62.732	17.56	26.49	0.03	7.66
62.825	16.77	25.70	0.03	7.66
62.915	16.23	25.16	0.04	7.67
63.005	14.57	23.50	-0.05	7.58
63.095	12.72	21.64	0.06	7.69
63.185	11.26	20.19	-0.04	7.59
63.275	9.85	18.78	0.02	7.65
63.365	13.03	21.96	0.04	7.67
63.455	19.44	28.37	-0.05	7.58
63.545	22.78	31.71	0.06	7.69
63.634	22.60	31.53	-0.03	7.60
63.724	17.71	26.64	0.02	7.65
63.814	14.05	22.98	0.04	7.67
63.904	16.55	25.48	-0.05	7.58
63.994	17.62	26.54	0.06	7.69
64.087	16.77	25.70	-0.05	7.58
64.184	16.12	25.05	-0.03	7.60
64.274	14.02	22.95	0.02	7.65
64.364	12.40	21.33	0.04	7.67
64.457	10.82	19.75	0.00	7.63
64.554	10.23	19.16	-0.05	7.58
64.644	16.02	24.95	0.06	7.69
64.734	21.11	30.04	-0.03	7.60
64.829	23.09	32.02	0.05	7.68
64.924	20.44	29.37	0.01	7.64
65.014	15.01	23.94	0.04	7.67
65.104	14.83	23.75	-0.05	7.58
65.194	17.47	26.39	0.05	7.68
65.284	17.17	26.10	-0.03	7.60
65.373	16.65	25.58	0.01	7.64
65.463	15.35	24.28	0.05	7.68
65.553	13.27	22.20	-0.05	7.58
65.643	11.78	20.71	0.05	7.68
65.733	10.24	19.17	-0.03	7.60
65.823	11.30	20.23	0.01	7.64
65.913	17.98	26.91	0.05	7.68
66.003	22.06	30.99	-0.04	7.59
66.093	23.04	31.97	0.06	7.69
66.183	19.33	28.26	-0.03	7.60
66.273	14.41	23.34	0.01	7.64
66.363	15.55	24.48	0.05	7.68
66.453	17.56	26.49	-0.05	7.58
66.543	16.91	25.84	0.05	7.68
66.633	16.29	25.22	-0.03	7.60
66.723	14.69	23.62	0.00	7.63
66.813	12.96	21.89	0.05	7.68
66.903	11.40	20.33	-0.05	7.58
66.993	9.93	18.86	0.05	7.68
67.094	13.20	22.13	0.06	7.69
67.189	19.68	28.61	0.01	7.64
67.282	22.76	31.69	-0.03	7.60
67.372	22.12	31.05	-0.00	7.63
67.462	16.83	25.76	0.05	7.68
67.552	13.86	22.79	-0.05	7.58
67.642	16.65	25.58	0.05	7.68
67.732	17.42	26.35	-0.03	7.60
67.822	16.71	25.64	-0.00	7.63
67.912	15.97	24.90	0.05	7.68
68.002	13.92	22.84	-0.05	7.58
68.092	12.25	21.18	0.05	7.68
68.182	10.64	19.57	-0.03	7.60
68.272	9.82	18.75	-0.00	7.63
68.362	15.23	24.16	0.05	7.68
68.452	20.72	29.64	-0.05	7.58
68.542	23.03	31.96	0.05	7.68
68.632	21.53	30.46	-0.03	7.60
68.722	15.99	24.92	-0.00	7.63
68.811	14.20	23.13	0.05	7.68
68.901	17.11	26.04	-0.05	7.58
68.991	17.28	26.21	0.05	7.68
69.081	16.61	25.54	-0.03	7.60
69.171	15.61	24.54	-0.01	7.62
69.264	13.51	22.44	-0.02	7.61
69.367	11.74	20.67	-0.04	7.59
69.461	10.18	19.11	0.05	7.68
69.551	11.26	20.19	-0.05	7.58
69.641	17.75	26.68	0.05	7.68
69.734	21.98	30.91	-0.05	7.58
69.831	22.90	31.83	-0.03	7.60
69.921	18.65	27.58	-0.01	7.62
70.011	14.14	23.07	0.05	7.68
70.101	15.71	24.64	-0.05	7.58
70.191	17.57	26.49	0.04	7.67
70.281	16.85	25.78	-0.03	7.60
70.371	16.28	25.21	-0.01	7.62
70.461	14.53	23.46	0.05	7.68
70.551	12.65	21.58	-0.05	7.58
70.640	11.26	20.19	0.05	7.68
70.730	9.78	18.71	-0.03	7.60
70.820	13.12	22.05	-0.01	7.62
70.910	19.41	28.34	0.05	7.68
71.000	22.65	31.58	-0.05	7.58
71.090	22.48	31.41	0.05	7.68
71.180	17.53	26.46	-0.03	7.60
71.270	13.93	22.86	-0.01	7.62
71.360	16.35	25.28	0.05	7.68
71.450	17.38	26.31	-0.05	7.58
71.547	16.73	25.65	-0.03	7.60
71.640	16.00	24.93	0.04	7.67
71.730	13.97	22.90	-0.03	7.60
71.820	12.23	21.16	-0.01	7.62
71.910	10.81	19.74	0.05	7.68
72.000	9.87	18.79	-0.05	7.58
72.090	15.16	24.09	0.04	7.67
72.180	20.70	29.63	-0.03	7.60
72.269	22.93	31.86	-0.01	7.62
72.359	21.35	30.28	0.05	7.68
72.449	15.90	24.83	-0.05	7.58
72.539	14.28	23.21	0.04	7.67
72.629	17.20	26.13	-0.03	7.60
72.719	17.27	26.20	-0.02	7.61
72.809	16.60	25.53	0.05	7.68
72.899	15.66	24.59	-0.05	7.58
72.989	13.59	22.52	0.04	7.67
73.079	12.01	20.94	-0.03	7.60
73.169	10.58	19.51	-0.01	7.62
73.259	10.36	19.29	0.05	7.68
73.349	16.42	25.35	-0.05	7.58
73.439	21.24	30.17	0.04	7.67
73.529	23.17	32.09	-0.03	7.60
73.619	20.51	29.44	-0.02	7.62
73.709	15.14	24.07	0.05	7.68
73.804	14.89	23.82	0.04	7.67
73.898	17.58	26.50	-0.05	7.58
73.988	17.12	26.05	0.05	7.68
74.078	16.49	25.42	-0.03	7.60
74.168	14.99	23.92	-0.02	7.62
74.258	13.03	21.96	0.05	7.68
74.348	11.55	20.48	-0.05	7.58
74.441	9.99	18.92	0.06	7.69
74.538	12.44	21.37	0.04	7.67
74.628	18.85	27.78	-0.03	7.60
74.718	22.21	31.14	-0.01	7.62
74.808	22.74	31.67	0.06	7.69
74.898	18.08	27.00	-0.05	7.58
74.994	13.92	22.85	-0.02	7.61
75.088	16.39	25.32	0.04	7.67
75.178	17.37	26.30	-0.03	7.60
75.268	16.72	25.65	-0.02	7.62
75.358	15.98	24.91	0.05	7.68
75.448	14.21	23.14	-0.05	7.58
75.537	12.42	21.35	0.05	7.68
75.627	11.04	19.97	-0.03	7.60
75.717	9.84	18.77	-0.02	7.62
75.807	14.46	23.39	0.05	7.68
75.904	20.63	29.56	0.05	7.68
75.997	23.17	32.10	-0.05	7.58
76.087	21.43	30.36	0.04	7.67
76.177	15.90	24.83	-0.03	7.60
76.267	14.21	23.14	-0.02	7.61
76.357	17.23	26.16	0.05	7.68
76.447	17.37	26.30	-0.05	7.58
76.537	16.67	25.59	0.04	7.67
76.627	15.71	24.64	-0.03	7.60
76.717	13.60	22.53	-0.02	7.61
76.807	11.97	20.90	0.05	7.68
76.897	10.49	19.42	-0.05	7.58
76.987	10.35	19.28	0.04	7.67
77.077	16.50	25.43	-0.02	7.61
77.166	21.20	30.13	-0.02	7.61
77.256	23.03	31.96	0.05	7.68
77.346	20.44	29.37	-0.05	7.58
77.436	15.16	24.09	0.04	7.67
77.526	14.69	23.62	-0.02	7.61
77.616	17.37	26.30	-0.02	7.61
77.706	17.08	26.01	0.05	7.68
77.796	16.58	25.51	-0.05	7.58
77.886	15.32	24.25	0.04	7.67
77.976	13.24	22.17	-0.02	7.61
78.066	11.62	20.55	-0.03	7.60
78.156	10.14	19.07	0.06	7.69
78.251	11.30	20.23	0.03	7.66
78.346	18.22	27.15	-0.05	7.58
78.436	22.19	31.12	0.04	7.67
78.526	22.93	31.86	-0.02	7.61
78.616	18.80	27.73	-0.03	7.60
78.706	14.06	22.99	0.06	7.69
78.796	15.60	24.53	-0.05	7.58
78.885	17.46	26.39	0.04	7.67
78.975	16.81	25.74	-0.02	7.61
79.065	16.25	25.18	-0.03	7.60
79.155	14.49	23.42	0.06	7.69
79.245	12.75	21.68	-0.05	7.58
79.335	11.31	20.24	0.04	7.67
79.425	9.83	18.76	-0.02	7.61
79.515	12.95	21.88	-0.03	7.60
79.613	19.63	28.56	-0.05	7.58
79.705	22.70	31.63	0.06	7.69
79.795	22.26	31.19	-0.05	7.58
79.885	16.97	25.90	0.04	7.67
79.975	13.79	22.72	-0.01	7.62
80.065	16.56	25.49	-0.03	7.60
80.155	17.28	26.21	0.05	7.68
80.247	16.44	25.37	-0.04	7.59
80.345	15.74	24.67	-0.05	7.58
80.435	13.68	22.61	0.05	7.68
80.525	12.10	21.03	-0.01	7.62
80.614	10.59	19.52	-0.04	7.59
80.704	9.97	18.90	0.06	7.69
80.794	15.72	24.64	-0.05	7.58
80.884	20.93	29.86	0.04	7.67
80.974	22.96	31.89	-0.01	7.62
81.064	20.89	29.82	-0.04	7.59
81.154	15.47	24.40	0.05	7.68
81.244	14.37	23.30	-0.05	7.58
81.334	17.22	26.15	0.04	7.67
81.424	17.23	26.16	-0.00	7.63
81.514	16.54	25.47	-0.04	7.59
81.604	15.39	24.32	0.06	7.69
81.694	13.46	22.39	-0.04	7.59
81.784	11.92	20.85	0.04	7.67
81.874	10.33	19.26	-0.00	7.63
81.964	10.60	19.53	-0.04	7.59
82.054	16.89	25.82	0.06	7.69
82.144	21.43	30.36	-0.04	7.59
82.233	23.18	32.11	0.04	7.67
82.323	20.10	29.03	-0.00	7.63
82.413	14.80	23.73	-0.04	7.59
82.503	14.94	23.87	0.06	7.69
82.593	17.45	26.38	-0.04	7.59
82.683	17.08	26.00	0.04	7.67
82.821	15.90	24.83	0.05	7.68
82.913	13.83	22.76	-0.04	7.59
83.003	12.21	21.14	0.06	7.69
83.093	10.72	19.64	-0.04	7.59
83.183	9.91	18.84	0.04	7.67
83.273	15.33	24.26	0.01	7.64
83.363	20.70	29.63	-0.04	7.59
83.453	23.06	31.99	0.06	7.69
83.543	21.28	30.21	-0.04	7.59
83.633	15.78	24.70	0.04	7.67
83.723	14.14	23.07	0.01	7.64
83.813	17.04	25.97	-0.04	7.59
83.903	17.17	26.10	0.06	7.69
83.992	16.49	25.42	-0.04	7.59
84.082	15.59	24.52	0.03	7.67
84.172	13.57	22.50	0.02	7.65
84.262	11.95	20.88	-0.04	7.59
84.352	10.44	19.37	0.06	7.69
84.442	10.33	19.26	-0.03	7.60
84.532	16.54	25.47	0.04	7.67
84.622	21.37	30.30	0.02	7.65
84.719	23.12	32.04	0.06	7.69
84.814	19.60	28.53	0.01	7.64
84.905	14.51	23.44	0.02	7.65
85.002	15.41	24.34	0.06	7.69
85.092	17.59	26.52	-0.03	7.60
85.182	17.04	25.97	0.03	7.67
85.272	16.37	25.30	0.02	7.65
85.362	14.73	23.66	-0.04	7.59
85.452	12.84	21.77	0.06	7.69
85.560	11.02	19.95	-0.05	7.58
85.655	9.79	18.72	0.03	7.66
85.751	14.79	23.72	0.06	7.69
85.841	20.40	29.33	-0.03	7.60
85.931	22.89	31.82	0.03	7.67
86.021	21.67	30.60	0.03	7.66
86.111	16.16	25.09	-0.05	7.58
86.201	13.97	22.90	0.06	7.69
86.291	16.98	25.91	-0.03	7.60
86.381	17.28	26.21	0.03	7.66
86.471	16.67	25.59	0.03	7.66
86.561	15.70	24.63	-0.04	7.59
86.651	13.68	22.60	0.06	7.69
86.741	12.05	20.98	-0.04	7.59
86.831	10.56	19.49	0.03	7.66
86.921	10.10	19.03	0.03	7.67
87.011	16.07	25.00	-0.05	7.58
87.101	21.21	30.14	0.06	7.69
87.191	23.09	32.02	-0.03	7.60
87.286	20.48	29.41	0.05	7.68
87.381	14.83	23.75	0.03	7.66
87.470	14.72	23.65	0.04	7.67
87.560	17.44	26.37	-0.05	7.58
87.650	17.06	25.99	0.06	7.69
87.740	16.37	25.30	-0.03	7.60
87.830	15.10	24.03	0.02	7.65
87.920	13.18	22.11	0.04	7.67
88.010	11.71	20.64	-0.05	7.58
88.100	10.16	19.09	0.06	7.69
88.190	11.31	20.24	-0.04	7.59
88.280	17.93	26.86	0.02	7.65
88.370	22.02	30.95	0.05	7.68
88.460	22.99	31.92	-0.05	7.58
88.550	19.23	28.16	0.05	7.68
88.640	14.32	23.25	-0.03	7.60
88.730	15.44	24.37	0.01	7.64
88.820	17.47	26.40	0.05	7.68
88.910	16.99	25.92	-0.05	7.58
89.000	16.42	25.35	0.05	7.68
89.090	14.77	23.70	-0.03	7.60
89.191	12.66	21.59	-0.04	7.59
89.286	11.02	19.95	0.05	7.68
89.379	9.67	18.59	0.00	7.63
89.469	13.99	22.92	0.05	7.68
89.559	19.99	28.92	-0.05	7.58
89.649	22.72	31.65	0.05	7.68
89.739	21.95	30.88	-0.03	7.60
89.829	16.85	25.78	-0.00	7.63
89.919	13.97	22.90	0.05	7.68
90.012	16.86	25.79	-0.03	7.60
90.109	17.28	26.20	-0.05	7.58
90.199	16.65	25.58	0.05	7.68
90.289	15.63	24.55	-0.03	7.60
90.379	13.70	22.63	-0.00	7.63
90.469	12.17	21.09	0.05	7.68
90.559	10.57	19.49	-0.05	7.58
90.649	10.11	19.04	0.05	7.68
90.739	15.97	24.89	-0.03	7.60
90.835	21.22	30.15	0.06	7.69
90.928	23.19	32.12	-0.02	7.62
91.018	20.30	29.23	0.05	7.68
91.108	14.97	23.90	-0.05	7.58
91.198	14.87	23.80	0.05	7.68
91.288	17.48	26.40	-0.03	7.60
91.378	17.17	26.09	-0.02	7.62
91.468	16.53	25.45	0.05	7.68
91.558	15.04	23.97	-0.05	7.58
91.648	13.18	22.11	0.05	7.68
91.738	11.51	20.44	-0.02	7.61
91.833	10.01	18.94	0.06	7.69
91.928	12.11	21.04	-0.02	7.61
92.018	18.59	27.52	0.06	7.69
92.108	22.32	31.25	-0.05	7.58
92.198	22.97	31.90	0.04	7.67
92.288	18.59	27.52	-0.02	7.61
92.378	14.11	23.04	-0.03	7.60
92.468	15.87	24.80	0.06	7.69
92.557	17.49	26.42	-0.05	7.58
92.647	16.85	25.78	0.04	7.67
92.737	16.30	25.23	-0.02	7.61
92.827	14.62	23.55	-0.03	7.60
92.917	12.84	21.77	0.06	7.69
93.007	11.32	20.24	-0.05	7.58
93.097	9.84	18.77	0.04	7.67
93.187	13.28	22.20	-0.01	7.62
93.277	19.56	28.49	-0.03	7.60
93.367	22.76	31.69	0.06	7.69
93.457	22.52	31.45	-0.04	7.59
93.547	17.40	26.33	0.04	7.67
93.644	14.02	22.95	-0.03	7.60
93.737	16.98	25.91	-0.01	7.62
93.827	17.56	26.49	-0.04	7.59
93.917	16.72	25.65	0.06	7.69
94.007	15.89	24.82	-0.04	7.59
94.097	13.81	22.74	0.04	7.67
94.187	12.26	21.19	-0.00	7.63
94.277	10.90	19.83	-0.04	7.59
94.366	10.00	18.93	0.06	7.69
94.456	15.40	24.33	-0.04	7.59
94.546	20.77	29.70	0.04	7.67
94.636	23.12	32.05	0.00	7.63
94.726	21.47	30.40	-0.04	7.59
94.816	15.96	24.89	0.06	7.69
94.906	14.30	23.23	-0.04	7.59
94.996	17.30	26.23	0.04	7.67
95.086	17.33	26.26	0.01	7.64
95.179	16.65	25.58	0.03	7.66
95.276	15.52	24.45	-0.04	7.59
95.366	13.42	22.35	0.06	7.69
95.456	11.79	20.72	-0.04	7.59
95.546	10.34	19.27	0.04	7.67
95.636	10.89	19.82	0.01	7.64
95.726	17.49	26.42	-0.04	7.59
95.816	21.86	30.79	0.06	7.69
95.906	23.21	32.14	-0.04	7.59
95.996	19.85	28.78	0.04	7.67
96.088	14.63	23.56	-0.03	7.60
96.185	15.59	24.52	0.01	7.64
96.281	17.62	26.55	0.05	7.68
96.375	16.84	25.77	-0.04	7.59
96.465	16.25	25.18	0.06	7.69
96.555	14.55	23.48	-0.04	7.59
96.645	12.82	21.75	0.04	7.67
96.735	11.32	20.25	0.01	7.64
96.825	9.87	18.80	-0.04	7.59
96.915	13.39	22.32	0.06	7.69
97.005	19.66	28.59	-0.04	7.59
97.095	22.85	31.78	0.04	7.67
97.185	22.56	31.49	0.01	7.64
97.275	17.42	26.35	-0.04	7.59
97.365	13.99	22.92	0.06	7.69
97.455	16.48	25.41	-0.04	7.59
97.545	17.55	26.48	0.04	7.67
97.635	16.80	25.73	0.01	7.64
97.724	16.10	25.03	-0.04	7.59
97.814	8.97	17.90	0.06	7.69
97.904	-0.86	8.07	-0.04	7.59
98.001	-3.01	5.92	0.00	7.63
98.094	-1.09	7.84	0.03	7.67
98.184	0.88	9.81	0.01	7.64
98.274	0.88	9.81	-0.05	7.58
98.364	-0.38	8.55	0.06	7.69
98.454	-1.01	7.92	-0.04	7.59
98.544	-0.64	8.29	0.03	7.66
98.634	0.00	8.93	0.01	7.64
98.724	0.11	9.04	-0.04	7.59
98.814	-0.26	8.67	0.06	7.69
98.904	-0.57	8.36	-0.04	7.59
98.994	-0.52	8.41	0.04	7.67
99.084	-0.30	8.63	0.01	7.64
99.174	-0.21	8.72	-0.05	7.58
99.264	-0.32	8.61	0.06	7.69
99.354	-0.45	8.48	-0.04	7.59
99.443	-0.46	8.47	0.03	7.67
99.533	-0.37	8.55	0.01	7.64
99.623	-0.32	8.61	-0.04	7.59
99.713	-0.35	8.58	0.06	7.69
99.803	-0.41	8.52	-0.04	7.59
99.893	-0.42	8.51	0.04	7.67
99.983	-0.39	8.54	0.01	7.64
100.073	-0.36	8.57	-0.04	7.59
100.163	-0.36	8.57	0.06	7.69
100.253	-0.40	8.53	-0.04	7.59
100.345	-0.40	8.53	0.05	7.68
100.439	-0.40	8.53	-0.04	7.59
100.533	-0.41	8.52	0.01	7.64
