Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
61.660	16.85	26.00	0.06	7.72
61.749	21.72	30.87	-0.09	7.57
61.846	23.13	32.28	-0.05	7.61
61.939	18.84	27.99	0.06	7.72
62.029	14.07	23.22	-0.04	7.62
62.119	14.86	24.02	-0.01	7.65
62.212	16.92	26.08	-0.03	7.63
62.305	16.44	25.59	0.05	7.71
62.399	15.81	24.96	-0.09	7.57
62.489	14.32	23.47	0.05	7.71
62.579	12.46	21.62	-0.04	7.62
62.669	10.60	19.76	-0.02	7.64
62.759	8.72	17.87	0.07	7.73
62.849	12.77	21.93	-0.09	7.57
62.939	19.14	28.30	0.05	7.71
63.029	22.69	31.84	-0.04	7.62
63.119	22.38	31.53	-0.03	7.63
63.209	17.13	26.28	0.07	7.73
63.299	13.63	22.78	-0.09	7.57
63.394	16.10	25.26	-0.00	7.66
63.488	16.93	26.09	0.05	7.71
63.578	16.15	25.30	-0.04	7.62
63.671	15.45	24.60	0.03	7.69
63.768	13.59	22.74	-0.04	7.62
63.858	11.77	20.93	0.07	7.73
63.948	9.72	18.87	-0.09	7.57
64.038	9.30	18.45	0.04	7.70
64.128	15.72	24.87	-0.03	7.63
64.218	20.92	30.08	-0.05	7.61
64.308	23.37	32.53	0.08	7.74
64.398	20.55	29.70	-0.08	7.58
64.488	15.18	24.33	0.04	7.70
64.578	14.09	23.24	-0.03	7.63
64.668	16.89	26.04	-0.06	7.60
64.758	16.81	25.97	0.07	7.73
64.848	16.00	25.15	-0.08	7.58
64.938	15.22	24.38	0.03	7.69
65.028	13.36	22.51	-0.02	7.64
65.118	11.42	20.58	-0.07	7.59
65.207	9.41	18.56	0.08	7.74
65.297	10.20	19.35	-0.07	7.59
65.387	17.06	26.22	0.03	7.69
65.477	21.77	30.93	-0.01	7.65
65.567	23.38	32.53	-0.08	7.58
65.657	19.51	28.66	0.08	7.74
65.747	14.46	23.62	-0.07	7.59
65.837	14.61	23.77	0.02	7.68
65.927	16.98	26.13	-0.00	7.66
66.017	16.53	25.68	-0.09	7.57
66.107	15.82	24.97	0.08	7.74
66.204	14.70	23.85	0.03	7.69
66.297	12.78	21.93	-0.07	7.59
66.387	10.86	20.01	0.02	7.68
66.477	9.01	18.17	0.01	7.67
66.567	12.21	21.37	-0.09	7.57
66.657	18.82	27.97	0.07	7.73
66.747	22.75	31.90	-0.06	7.60
66.837	22.92	32.07	0.02	7.68
66.926	17.79	26.94	0.03	7.69
67.016	13.88	23.03	-0.09	7.57
67.106	15.69	24.85	0.07	7.73
67.196	17.16	26.31	-0.06	7.60
67.286	16.45	25.60	0.01	7.67
67.379	15.69	24.84	-0.04	7.62
67.476	14.13	23.28	0.04	7.70
67.566	12.16	21.31	-0.09	7.57
67.656	10.27	19.42	0.07	7.73
67.746	8.96	18.11	-0.05	7.61
67.841	14.67	23.83	0.07	7.73
67.936	20.67	29.82	0.01	7.67
68.026	23.22	32.38	0.05	7.71
68.116	21.22	30.38	-0.09	7.57
68.206	15.54	24.70	0.06	7.72
68.296	13.80	22.95	-0.04	7.62
68.386	16.67	25.83	-0.00	7.66
68.476	16.80	25.95	0.06	7.72
68.566	16.07	25.22	-0.09	7.57
68.656	15.40	24.56	0.06	7.72
68.745	13.54	22.69	-0.04	7.62
68.835	11.69	20.84	-0.01	7.65
68.928	9.64	18.79	-0.04	7.62
69.025	10.27	19.43	0.07	7.73
69.115	17.15	26.30	-0.09	7.57
69.205	21.82	30.98	0.05	7.71
69.295	23.36	32.51	-0.04	7.62
69.385	19.54	28.69	-0.02	7.64
69.475	14.47	23.63	0.07	7.73
69.565	14.58	23.73	-0.09	7.57
69.655	16.99	26.15	0.05	7.71
69.745	16.62	25.77	-0.04	7.62
69.835	15.71	24.86	-0.03	7.63
69.925	14.95	24.10	0.07	7.73
70.015	13.02	22.17	-0.09	7.57
70.105	11.08	20.23	0.05	7.71
70.195	9.12	18.28	-0.04	7.62
70.285	11.40	20.56	-0.03	7.63
70.375	18.16	27.32	0.07	7.73
70.464	22.42	31.57	-0.08	7.58
70.561	22.90	32.05	-0.04	7.62
70.654	17.72	26.88	0.04	7.70
70.744	13.80	22.96	-0.03	7.63
70.834	15.60	24.75	-0.04	7.62
70.924	17.19	26.35	0.07	7.73
71.014	16.51	25.66	-0.09	7.57
71.104	15.67	24.82	0.04	7.70
71.194	14.42	23.58	-0.03	7.63
71.284	12.49	21.65	-0.05	7.61
71.374	10.55	19.70	0.07	7.73
71.464	8.93	18.09	-0.08	7.58
71.554	13.63	22.78	0.04	7.70
71.644	19.70	28.85	-0.03	7.63
71.734	22.94	32.09	-0.06	7.60
71.824	22.34	31.49	0.07	7.73
71.914	16.83	25.99	-0.08	7.58
72.004	13.73	22.89	0.03	7.69
72.094	16.26	25.42	-0.03	7.63
72.183	17.10	26.25	-0.06	7.60
72.318	15.85	25.00	-0.02	7.64
72.413	14.90	24.05	-0.08	7.58
72.503	12.94	22.09	0.03	7.69
72.596	10.98	20.13	-0.06	7.60
72.687	9.07	18.22	0.03	7.69
72.783	12.47	21.62	-0.07	7.59
72.873	19.16	28.32	0.08	7.74
72.963	22.79	31.94	-0.08	7.58
73.053	22.75	31.90	0.03	7.69
73.143	17.60	26.75	-0.02	7.64
73.233	13.71	22.86	-0.07	7.59
73.323	15.94	25.09	0.07	7.73
73.413	17.15	26.31	-0.07	7.59
73.503	16.38	25.53	0.03	7.69
73.593	15.61	24.76	-0.01	7.65
73.683	14.34	23.49	-0.07	7.59
73.773	12.45	21.61	0.08	7.74
73.863	10.46	19.61	-0.07	7.59
73.952	8.94	18.10	0.03	7.69
74.042	13.79	22.95	-0.01	7.65
74.132	19.96	29.11	-0.07	7.59
74.225	23.24	32.39	0.01	7.67
74.322	21.62	30.78	0.08	7.74
74.412	16.00	25.15	-0.07	7.59
74.502	13.80	22.95	0.03	7.69
74.592	16.54	25.69	-0.01	7.65
74.682	16.92	26.07	-0.08	7.58
74.772	16.21	25.37	0.07	7.73
74.862	15.46	24.62	-0.07	7.59
74.964	13.30	22.45	-0.09	7.57
75.059	11.38	20.54	-0.01	7.65
75.152	9.37	18.53	0.03	7.69
75.242	10.54	19.69	-0.00	7.66
75.332	17.33	26.48	-0.08	7.58
75.422	21.84	31.00	0.08	7.74
75.512	23.29	32.44	-0.07	7.59
75.602	19.30	28.46	0.03	7.69
75.692	14.38	23.53	-0.01	7.65
75.781	14.76	23.91	-0.08	7.58
75.871	17.06	26.22	0.08	7.74
75.961	16.68	25.84	-0.07	7.59
76.051	15.77	24.92	0.03	7.69
76.141	14.84	23.99	-0.00	7.66
76.231	12.91	22.06	-0.08	7.58
76.321	11.07	20.23	0.07	7.73
76.411	9.14	18.30	-0.07	7.59
76.501	11.68	20.83	0.02	7.68
76.591	18.36	27.52	-0.00	7.66
76.681	22.63	31.78	-0.08	7.58
76.776	22.87	32.02	-0.04	7.62
76.871	17.56	26.72	0.08	7.74
76.961	13.75	22.90	-0.07	7.59
77.051	15.81	24.96	0.02	7.68
77.141	17.15	26.30	-0.01	7.65
77.231	16.48	25.63	-0.08	7.58
77.321	15.63	24.78	0.08	7.74
77.411	14.39	23.54	-0.07	7.59
77.500	12.37	21.52	0.02	7.68
77.590	10.49	19.65	-0.01	7.65
77.680	8.89	18.04	-0.08	7.58
77.773	14.01	23.16	0.03	7.69
77.864	20.07	29.23	-0.08	7.58
77.960	23.37	32.52	-0.07	7.59
78.050	21.67	30.83	0.03	7.69
78.140	16.00	25.16	-0.01	7.65
78.230	13.81	22.96	-0.08	7.58
78.320	16.57	25.72	0.07	7.73
78.410	16.96	26.12	-0.07	7.59
78.500	16.13	25.29	0.02	7.68
78.590	15.48	24.63	-0.01	7.65
78.680	13.62	22.78	-0.07	7.59
78.770	11.78	20.93	0.08	7.74
78.860	9.84	19.00	-0.08	7.58
78.950	9.37	18.53	0.03	7.69
79.040	15.93	25.08	-0.01	7.65
79.130	21.16	30.31	-0.07	7.59
79.220	23.22	32.37	0.07	7.73
79.309	20.50	29.65	-0.07	7.59
79.406	14.75	23.90	-0.03	7.63
79.502	14.54	23.69	0.07	7.73
79.599	17.10	26.26	0.03	7.69
79.689	16.65	25.80	-0.01	7.65
79.779	15.73	24.89	-0.07	7.59
79.869	14.82	23.97	0.07	7.73
79.959	12.85	22.00	-0.08	7.58
80.049	10.95	20.10	0.02	7.68
80.139	9.03	18.19	-0.02	7.64
80.229	11.63	20.79	-0.07	7.59
80.319	18.26	27.42	0.08	7.74
80.409	22.36	31.51	-0.08	7.58
80.499	23.06	32.21	0.03	7.69
80.589	18.14	27.29	-0.02	7.64
80.679	13.87	23.02	-0.07	7.59
80.769	15.44	24.60	0.08	7.74
80.859	17.10	26.25	-0.08	7.58
80.949	16.49	25.65	0.03	7.69
81.038	15.78	24.94	-0.02	7.64
81.128	14.12	23.28	-0.06	7.60
81.229	1.53	10.69	-0.05	7.61
81.325	-3.41	5.75	-0.08	7.58
81.418	-2.17	6.98	0.07	7.73
81.508	0.42	9.58	-0.08	7.58
81.598	0.87	10.02	0.03	7.69
81.688	-0.62	8.54	-0.02	7.64
81.778	-1.42	7.74	-0.06	7.60
81.868	-0.84	8.31	0.07	7.73
81.958	-0.14	9.02	-0.08	7.58
82.048	-0.19	8.97	0.03	7.69
82.138	-0.70	8.45	-0.03	7.63
82.228	-0.91	8.25	-0.06	7.60
82.318	-0.67	8.48	0.07	7.73
82.408	-0.46	8.69	-0.08	7.58
82.498	-0.53	8.62	0.03	7.69
82.588	-0.72	8.44	-0.03	7.63
82.678	-0.76	8.39	-0.06	7.60
82.767	-0.66	8.49	0.07	7.73
82.857	-0.59	8.56	-0.09	7.57
82.953	-0.64	8.51	-0.00	7.66
83.047	-0.73	8.43	0.04	7.70
83.137	-0.72	8.43	-0.03	7.63
83.227	-0.66	8.49	-0.05	7.61
83.317	-0.66	8.50	0.07	7.73
83.407	-0.68	8.47	-0.09	7.57
83.497	-0.71	8.44	0.04	7.70
83.587	-0.70	8.45	-0.03	7.63
83.677	-0.67	8.48	-0.05	7.61
