Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
61.748	16.27	24.80	-0.04	7.60
61.844	21.96	30.50	0.07	7.71
61.934	24.15	32.69	-0.08	7.56
62.024	21.54	30.08	0.06	7.70
62.114	16.07	24.61	-0.04	7.61
62.209	15.10	23.64	0.08	7.73
62.304	17.86	26.39	-0.00	7.64
62.394	17.59	26.13	0.07	7.71
62.484	16.68	25.21	-0.08	7.56
62.574	15.86	24.40	0.05	7.70
62.664	13.88	22.42	-0.04	7.60
62.753	11.92	20.45	-0.01	7.63
62.843	9.92	18.45	0.07	7.71
62.933	11.72	20.26	-0.09	7.56
63.023	18.55	27.09	0.06	7.70
63.113	23.05	31.58	-0.03	7.61
63.209	23.88	32.42	0.08	7.72
63.303	19.10	27.64	-0.01	7.63
63.393	14.65	23.19	0.07	7.72
63.483	16.23	24.77	-0.08	7.56
63.573	17.87	26.41	0.05	7.69
63.663	17.35	25.88	-0.04	7.61
63.753	16.52	25.06	-0.01	7.63
63.843	15.18	23.72	0.08	7.72
63.933	13.20	21.74	-0.09	7.56
64.023	11.28	19.82	0.05	7.69
64.113	9.65	18.19	-0.04	7.61
64.205	13.98	22.52	0.04	7.69
64.303	20.73	29.27	-0.02	7.63
64.392	23.86	32.40	0.08	7.72
64.482	22.94	31.47	-0.08	7.56
64.572	17.32	25.86	0.05	7.69
64.662	14.39	22.93	-0.03	7.61
64.752	17.11	25.65	-0.02	7.62
64.842	17.83	26.37	0.08	7.72
64.932	17.19	25.72	-0.08	7.56
65.022	16.40	24.94	0.05	7.69
65.112	14.49	23.03	-0.03	7.61
65.202	12.63	21.16	-0.03	7.61
65.292	10.70	19.24	0.08	7.72
65.382	9.95	18.49	-0.08	7.56
65.472	16.06	24.59	0.05	7.69
65.562	21.61	30.15	-0.03	7.61
65.652	24.13	32.66	-0.03	7.61
65.742	21.96	30.50	0.07	7.72
65.832	16.33	24.87	-0.08	7.56
65.922	14.64	23.18	0.05	7.69
66.019	17.63	26.16	-0.02	7.62
66.112	17.62	26.16	-0.03	7.61
66.201	16.83	25.37	-0.04	7.60
66.291	15.95	24.49	0.08	7.72
66.381	14.06	22.59	-0.08	7.56
66.471	12.11	20.65	0.04	7.69
66.561	10.19	18.73	-0.02	7.62
66.651	11.01	19.55	-0.04	7.60
66.741	17.88	26.41	0.08	7.72
66.831	22.69	31.22	-0.08	7.57
66.921	24.22	32.76	0.04	7.68
67.011	20.30	28.84	-0.02	7.62
67.101	15.18	23.72	-0.04	7.60
67.191	15.38	23.92	0.07	7.72
67.281	17.90	26.43	-0.08	7.56
67.373	17.47	26.01	0.08	7.73
67.471	16.63	25.16	0.04	7.68
67.561	15.28	23.82	-0.02	7.62
67.651	13.30	21.84	-0.05	7.59
67.746	11.12	19.66	-0.05	7.59
67.841	9.66	18.19	0.08	7.72
67.930	13.86	22.40	-0.07	7.57
68.020	20.17	28.71	0.04	7.68
68.110	23.72	32.26	-0.02	7.62
68.200	23.34	31.87	-0.05	7.59
68.290	17.80	26.33	0.07	7.72
68.380	14.28	22.82	-0.07	7.57
68.470	16.83	25.37	0.04	7.68
68.560	17.79	26.33	-0.02	7.63
68.650	17.08	25.62	-0.06	7.59
68.740	16.41	24.95	0.08	7.72
68.830	14.67	23.21	-0.07	7.57
68.920	12.79	21.33	0.04	7.68
69.010	10.88	19.42	-0.02	7.63
69.100	9.79	18.32	-0.06	7.58
69.190	15.21	23.75	0.08	7.73
69.280	21.18	29.72	-0.07	7.57
69.370	23.96	32.50	0.04	7.68
69.460	22.48	31.02	-0.02	7.63
69.553	16.63	25.17	0.03	7.67
69.649	14.47	23.01	-0.06	7.58
69.739	17.52	26.06	0.08	7.72
69.829	17.63	26.17	-0.07	7.58
69.919	16.88	25.42	0.03	7.68
70.009	16.13	24.67	-0.01	7.63
70.099	14.13	22.67	-0.07	7.58
70.189	12.23	20.77	0.08	7.73
70.279	10.40	18.94	-0.07	7.57
70.376	10.84	19.38	-0.02	7.63
70.469	17.82	26.36	0.03	7.68
70.559	22.54	31.08	-0.01	7.64
70.649	24.18	32.72	-0.07	7.57
70.739	20.33	28.87	0.08	7.72
70.829	15.14	23.68	-0.07	7.58
70.919	15.50	24.04	0.03	7.67
71.009	17.87	26.41	-0.00	7.64
71.099	17.53	26.07	-0.07	7.57
71.189	16.77	25.30	0.08	7.72
71.279	15.62	24.16	-0.07	7.57
71.369	13.53	22.07	0.03	7.67
71.458	11.65	20.19	-0.00	7.64
71.548	9.84	18.38	-0.08	7.56
71.638	12.30	20.84	0.08	7.72
71.728	19.07	27.61	-0.06	7.58
71.818	23.19	31.72	0.03	7.67
71.908	23.84	32.38	0.00	7.64
71.998	19.12	27.66	-0.08	7.56
72.088	14.68	23.22	0.08	7.72
72.178	16.09	24.63	-0.06	7.58
72.273	17.76	26.30	0.06	7.70
72.368	17.14	25.68	0.03	7.67
72.458	13.93	22.47	0.01	7.65
72.550	-0.02	8.52	0.01	7.65
72.648	-2.31	6.23	-0.08	7.56
72.738	-0.54	8.00	0.08	7.72
72.828	1.47	10.01	-0.06	7.58
72.918	1.06	9.60	0.02	7.67
73.008	-0.31	8.23	0.01	7.65
73.098	-0.57	7.97	-0.09	7.56
73.187	0.13	8.67	0.08	7.72
73.277	0.60	9.13	-0.06	7.58
73.367	0.32	8.86	0.03	7.67
73.457	-0.12	8.42	0.01	7.65
73.547	-0.16	8.38	-0.08	7.56
73.637	0.10	8.64	0.08	7.72
73.727	0.23	8.76	-0.06	7.58
73.817	0.09	8.63	0.03	7.67
73.907	-0.06	8.48	0.02	7.66
73.997	-0.04	8.50	-0.09	7.56
74.087	0.06	8.60	0.08	7.72
74.177	0.09	8.62	-0.06	7.58
74.267	0.03	8.57	0.03	7.67
74.357	-0.03	8.50	0.02	7.66
74.447	-0.03	8.51	-0.08	7.56
