Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
61.744	15.00	23.33	0.02	7.67
61.840	18.79	27.13	-0.08	7.57
61.930	27.24	35.57	0.07	7.71
62.020	32.85	41.18	-0.05	7.60
62.110	33.76	42.09	0.02	7.66
62.202	27.24	35.57	-0.03	7.61
62.293	21.62	29.95	0.01	7.65
62.390	24.02	32.35	-0.08	7.57
62.480	25.44	33.77	0.06	7.71
62.570	24.78	33.11	-0.04	7.60
62.660	23.85	32.18	0.01	7.65
62.750	21.72	30.05	0.05	7.69
62.840	19.06	27.40	-0.08	7.57
62.930	16.29	24.62	0.06	7.70
63.020	14.77	23.10	-0.04	7.60
63.110	21.23	29.56	0.01	7.65
63.200	29.07	37.40	0.05	7.70
63.295	33.58	41.91	0.04	7.68
63.389	31.60	39.93	-0.08	7.57
63.479	24.58	32.91	0.05	7.70
63.572	21.77	30.10	-0.07	7.57
63.669	25.25	33.58	-0.04	7.61
63.759	25.49	33.83	-0.00	7.64
63.849	24.50	32.83	0.06	7.70
63.939	23.28	31.61	-0.08	7.57
64.029	20.54	28.88	0.06	7.70
64.119	17.96	26.29	-0.04	7.60
64.209	15.33	23.66	-0.01	7.63
64.299	16.29	24.62	0.06	7.70
64.389	24.58	32.91	-0.07	7.57
64.479	31.25	39.58	0.05	7.69
64.569	34.14	42.47	-0.03	7.61
64.659	29.67	38.00	-0.02	7.63
64.749	22.92	31.25	0.07	7.71
64.839	22.62	30.95	-0.07	7.57
64.929	25.51	33.84	0.05	7.69
65.018	25.41	33.74	-0.03	7.61
65.108	24.30	32.64	-0.02	7.62
65.198	22.84	31.17	0.07	7.71
65.288	20.07	28.40	-0.07	7.57
65.378	17.40	25.73	0.04	7.69
65.468	14.97	23.30	-0.03	7.61
65.558	17.81	26.14	-0.03	7.62
65.648	26.25	34.58	0.07	7.71
65.738	32.30	40.63	-0.07	7.58
65.828	33.94	42.27	0.04	7.69
65.918	28.07	36.40	-0.03	7.62
66.015	21.86	30.19	0.07	7.71
66.108	23.72	32.05	-0.03	7.61
66.198	25.60	33.93	0.07	7.71
66.288	25.09	33.43	-0.07	7.57
66.378	23.93	32.26	0.04	7.68
66.468	21.99	30.32	-0.03	7.62
66.558	19.32	27.65	-0.05	7.59
66.648	16.55	24.88	0.07	7.71
66.737	14.66	22.99	-0.07	7.58
66.827	20.26	28.59	0.04	7.68
66.917	28.40	36.73	-0.02	7.62
67.007	33.41	41.75	-0.05	7.59
67.097	32.81	41.14	0.07	7.72
67.187	26.00	34.33	-0.07	7.58
67.277	21.56	29.89	0.04	7.68
67.370	24.53	32.86	-0.06	7.59
67.467	25.66	33.99	-0.01	7.63
67.557	24.85	33.18	-0.06	7.59
67.647	23.68	32.01	0.07	7.72
67.742	21.12	29.45	0.02	7.66
67.837	18.30	26.63	-0.07	7.58
67.927	15.77	24.10	0.03	7.68
68.017	15.83	24.16	-0.01	7.63
68.107	14.98	23.31	-0.07	7.58
68.197	2.18	10.52	0.07	7.71
68.287	-3.27	5.06	-0.06	7.58
68.377	-2.76	5.57	0.03	7.67
68.466	0.26	8.60	-0.00	7.64
68.556	2.14	10.48	-0.07	7.57
68.646	1.60	9.93	0.07	7.71
68.736	-0.01	8.32	-0.06	7.58
68.829	-0.89	7.44	0.07	7.71
68.926	-0.36	7.98	0.03	7.67
69.016	0.54	8.87	0.00	7.65
69.106	0.88	9.21	-0.07	7.57
69.196	0.47	8.80	0.07	7.71
69.286	-0.07	8.26	-0.06	7.58
69.376	-0.23	8.10	0.03	7.67
69.466	0.05	8.38	0.01	7.65
69.556	0.37	8.70	-0.07	7.57
69.646	0.43	8.77	0.07	7.71
69.736	0.24	8.57	-0.06	7.58
69.826	0.02	8.35	0.03	7.67
69.916	0.01	8.34	0.01	7.66
70.006	0.15	8.48	-0.08	7.57
70.096	0.26	8.60	0.07	7.71
70.185	0.25	8.58	-0.06	7.59
70.275	0.15	8.48	0.03	7.67
70.372	0.07	8.40	-0.08	7.57
70.465	0.11	8.44	0.02	7.66
70.555	0.17	8.50	-0.07	7.57
70.645	0.20	8.54	0.06	7.71
70.735	0.18	8.51	-0.06	7.59
70.825	0.13	8.46	0.02	7.66
70.915	0.11	8.44	0.03	7.67
71.005	0.13	8.47	-0.08	7.57
71.095	0.16	8.49	0.06	7.70
71.185	0.17	8.50	-0.05	7.59
71.275	0.15	8.48	0.02	7.66
71.365	0.13	8.47	0.04	7.68
71.455	0.13	8.46	-0.08	7.56
71.545	0.14	8.47	0.06	7.70
71.635	0.15	8.48	-0.04	7.60
71.725	0.15	8.48	0.01	7.66
71.814	0.14	8.47	0.04	7.68
71.904	0.14	8.47	-0.08	7.57
71.994	0.13	8.46	0.06	7.70
72.084	0.14	8.47	-0.04	7.60
72.180	0.12	8.45	0.07	7.72
72.274	0.14	8.47	0.01	7.65
72.364	0.13	8.46	0.04	7.69
